CaseID	VehicleNumber	Discussion	PSU	PSUStrata	RATWeight
349006802	2	Case #2003-78-0019 CEAF, Page 14 Vehicle 2 - 1988 Ford flatbed straight truck  The driver of the 1988 Ford flatbed straight truck, a 59-year old male, was stopped in the median of a 4-lane interstate (2 lanes both east and west). He waited while his truck	78	12	49.662
349006823	1	The crash occurred on rural, east/west, bituminous, interstate with two lanes and shoulders in each direction divided by a depressed desert median.  Conditions were daylight and dry during a late weekday morning with a speed limit of 75 mph (121 kmph).	78	12	260.223
349006982	1	The crash occurred on a rural east/west interstate with two lanes and shoulders in each direction divided by a desert median.  There was an interchange exit/entrance ramp on the north side of the interstate.  The straight, level, asphalt roadway had a pos	78	12	49.662
349007022	1	Case #2003-78-0022 CEAF, Page 14 Vehicle 1 - 1988 Chevrolet Astro van  The driver of the 1988 Chevrolet Astro van, a 29-year-old female, was traveling south on a 4-lane roadway divided by a raised concrete median (6 lanes total) in the fourth lane of trav	78	12	138.103
349007022	2	Case #2003-78-0022 CEAF, Page 14 Vehicle 2 - 1979 Ford closed van straight truck  The driver of the 1979 Ford closed van straight truck, a 30-year old male, was traveling north on a 3-lane roadway divided by a raised concrete median (5 lanes total) in the	78	12	138.103
349007162	1	This crash occurred on a rural, east/west, two-lane road at 1730 hours on a weekday. The police report indicated that a light rain was falling on the straight, level, bituminous roadway that had a posted speed limit of 50 mph (80 kmph). The light conditio	78	12	138.103
350006509	1	At approximately 1030 hours a two-vehicle crash occurred in an urban intersection controlled by tri-light traffic signals.  The traffic signal appeared to be functioning properly at the time of the collision.  The intersection consists of two roadways, an	79	10	6.74
350006509	2	At approximately 1030 hours a two-vehicle crash occurred in an urban intersection controlled by tri-light traffic signals.  The traffic signal appeared to be functioning properly at the time of the collision.  The intersection consists of two roadways, an	79	10	6.74
350006549	1	A two-vehicle collision occurred at approximately 1600 hours at the intersection of two roadways.  There is an east/west roadway that consists of three westbound lanes.  These lanes are separated from the three eastbound lanes by a 7.4-meter wide (24.2-fe	79	10	6.74
350006549	2	A two-vehicle collision occurred at approximately 1600 hours at the intersection of two roadways.  There is an east/west roadway that consists of three westbound lanes.  These lanes are separated from the three eastbound lanes by a 7.4-meter wide (24.2-fe	79	10	6.74
350006594	1	A four vehicle daytime collision occurred at 1220 hours on a weekend in the eastbound lanes of a divided urban Interstate highway.  The westbound lanes of the highway did not play a role in the collision.  The eastbound travel direction consisted of five	79	10	12.701
350006594	2	A four vehicle daytime collision occurred at 1220 hours on a weekend in the eastbound lanes of a divided urban Interstate highway.  The westbound lanes of the highway did not play a role in the collision.  The eastbound travel direction consisted of five	79	10	12.701
350006594	3	A four vehicle daytime collision occurred at 1220 hours on a weekend in the eastbound lanes of a divided urban Interstate highway.  The westbound lanes of the highway did not play a role in the collision.  The eastbound travel direction consisted of five	79	10	12.701
350006594	4	A four vehicle daytime collision occurred at 1220 hours on a weekend in the eastbound lanes of a divided urban Interstate highway.  The westbound lanes of the highway did not play a role in the collision.  The eastbound travel direction consisted of five	79	10	12.701
350006629	1	A two-vehicle rear-end crash occurred at approximately 1600 hours in the northbound travel lanes of an urban Interstate highway.  The highway in this direction consists of four travel lanes.  East of the east edge of the highway exists a 3-meter (10 ft.)	79	10	2.424
350006629	2	A two-vehicle rear-end crash occurred at approximately 1600 hours in the northbound travel lanes of an urban Interstate highway.  The highway in this direction consists of four travel lanes.  East of the east edge of the highway exists a 3-meter (10 ft.)	79	10	2.424
350006669	1	A single vehicle crash occurred in the westbound lanes of an urban interchange during daylight at mid-morning.  This interchange is an overpass consisting of two concrete lanes that connect a westbound interstate highway with a northbound interstate highw	79	10	12.701
350006709	1	This crash occurred at approximately 0500 hours in the southbound lanes of a divided urban state highway.  This highway has five southbound travel lanes with a 2.4-meter wide (8 feet) asphalt shoulder bordering the west edge of the southbound lanes.  West	79	10	6.74
350006709	2	This crash occurred at approximately 0500 hours in the southbound lanes of a divided urban state highway.  This highway has five southbound travel lanes with a 2.4-meter wide (8 feet) asphalt shoulder bordering the west edge of the southbound lanes.  West	79	10	6.74
350006774	1	A three-vehicle crash occurred on an eight-lane urban state highway on a weekday near the end of the morning rush hour.  A concrete barrier divides the two travel lanes with four lanes in either direction.  The fourth lane is a high occupancy vehicle (HOV	79	10	6.74
350006774	2	A three-vehicle crash occurred on an eight-lane urban state highway on a weekday near the end of the morning rush hour.  A concrete barrier divides the two travel lanes with four lanes in either direction.  The fourth lane is a high occupancy vehicle (HOV	79	10	6.74
350006774	3	A three-vehicle crash occurred on an eight-lane urban state highway on a weekday near the end of the morning rush hour.  A concrete barrier divides the two travel lanes with four lanes in either direction.  The fourth lane is a high occupancy vehicle (HOV	79	10	6.74
350006794	1	A three-vehicle collision occurred shortly after 1100 hours on an urban interstate highway.  The highway consists of six southbound and six northbound travel lanes.  The number five and six southbound lanes are assigned as high occupancy vehicle (HOV) lan	79	10	12.701
350006794	2	A three-vehicle collision occurred shortly after 1100 hours on an urban interstate highway.  The highway consists of six southbound and six northbound travel lanes.  The number five and six southbound lanes are assigned as high occupancy vehicle (HOV) lan	79	10	12.701
350006794	3	A three-vehicle collision occurred shortly after 1100 hours on an urban interstate highway.  The highway consists of six southbound and six northbound travel lanes.  The number five and six southbound lanes are assigned as high occupancy vehicle (HOV) lan	79	10	12.701
350006854	1	Case #2003-79-0017 CEAF, Page 14 Vehicle 1 - 1999 Chevrolet Silverado pickup truck  The driver of the 1999 Chevrolet Silverado pickup truck, a 36-year old male, was traveling north on a 4-lane state highway divided by a concrete median barrier (8 lanes to	79	10	6.74
350006854	2	Case #2003-79-0017 CEAF, Page 14 Vehicle 2 - 1991 Peterbilt tractor pulling one flatbed semi-trailer  The driver of the 1991 Peterbilt tractor pulling one flatbed semi-trailer, a 36-year old male, was traveling north on a 4-lane state highway divided by a	79	10	6.74
350006860	1	A collision involving two trucks occurred at 1548 hours on a weekday on an urban interstate highway.  The highway consists of five through southbound lanes. The number-one lane was a 6.7-meter wide (22-feet) merge lane from an entrance ramp.  The number-f	79	10	6.74
350006860	2	A collision involving two trucks occurred at 1548 hours on a weekday on an urban interstate highway.  The highway consists of five through southbound lanes. The number-one lane was a 6.7-meter wide (22-feet) merge lane from an entrance ramp.  The number-f	79	10	6.74
350006975	1	A single vehicle crash occurred within an interchange of a state highway and an interstate freeway.  This interchange links the eastbound state highway to the northbound interstate.  The eastbound highway contains an exit ramp that is split by a gore poin	79	10	2.424
350007035	1	A collision involving four vehicles occurred at 1040 hours on an divided urban state highway.  The highway consists of two westbound lanes and four eastbound lanes.  The westbound and eastbound lanes are separated by a concrete median on the westbound lan	79	10	12.701
350007035	2	A collision involving four vehicles occurred at 1040 hours on an divided urban state highway.  The highway consists of two westbound lanes and four eastbound lanes.  The westbound and eastbound lanes are separated by a concrete median on the westbound lan	79	10	12.701
350007035	3	A collision involving four vehicles occurred at 1040 hours on an divided urban state highway.  The highway consists of two westbound lanes and four eastbound lanes.  The westbound and eastbound lanes are separated by a concrete median on the westbound lan	79	10	12.701
350007035	4	A collision involving four vehicles occurred at 1040 hours on an divided urban state highway.  The highway consists of two westbound lanes and four eastbound lanes.  The westbound and eastbound lanes are separated by a concrete median on the westbound lan	79	10	12.701
350007075	1	A two-vehicle crash occurred at approximately 1500 hours at a 4-leg rural intersection.  At this time all travel lanes were dry, level, paved asphalt with no surface defects.  The east/west roadway consists of three westbound lanes are separated from thre	79	10	6.74
350007075	2	A two-vehicle crash occurred at approximately 1500 hours at a 4-leg rural intersection.  At this time all travel lanes were dry, level, paved asphalt with no surface defects.  The east/west roadway consists of three westbound lanes are separated from thre	79	10	6.74
350007076	1	A crash occurred at 2050 hours in the southbound lanes of a divided urban, concrete interstate highway.  The interstate highway consists of four southbound lanes, which are separated from the interstate northbound lanes by a grassy/dirt median.  A 2.4-met	79	10	12.701
350007076	2	A crash occurred at 2050 hours in the southbound lanes of a divided urban, concrete interstate highway.  The interstate highway consists of four southbound lanes, which are separated from the interstate northbound lanes by a grassy/dirt median.  A 2.4-met	79	10	12.701
350007155	1	A three-vehicle crash on a ten-lane divided urban interstate highway.  This road has five-lanes in either direction with a concrete barrier dividing the roadway.  This crash occurred on the northbound side of the freeway.  The highway has a speed limit of	79	10	2.424
350007155	2	A three-vehicle crash on a ten-lane divided urban interstate highway.  This road has five-lanes in either direction with a concrete barrier dividing the roadway.  This crash occurred on the northbound side of the freeway.  The highway has a speed limit of	79	10	2.424
350007155	3	A three-vehicle crash on a ten-lane divided urban interstate highway.  This road has five-lanes in either direction with a concrete barrier dividing the roadway.  This crash occurred on the northbound side of the freeway.  The highway has a speed limit of	79	10	2.424
350007220	1	Vehicle one was a 2001 Toyota Corolla 4-door sedan that was traveling westbound in the number six lane of the highway.  Factors for all vehicles were the heavy rain and congested traffic.  This vehicle was not involved in the first harmful event and the c	79	10	12.701
350007220	2	Vehicle two was a 1994 Ford medium/heavy flatbed straight truck with sides. It was traveling westbound in the number four lane of the highway going straight.  Factors for all vehicles were the heavy rain and congested traffic.  This vehicle was not involv	79	10	12.701
350007220	3	Vehicle three was a 1999 3-axle Mack tractor without sleeper pulling one empty 2003 Travis end-dump semi-trailer that was 14.9-meters (50-feet) in length.  It was traveling westbound in the number two lane of the highway.  Both the tractor and trailer wer	79	10	12.701
350007220	4	A collision involving four vehicles occurred at 1220 hours on a divided urban state highway.  The dry, level, concrete highway consists of six westbound lanes. The number six-lane is a High Occupancy Vehicle (HOV) lane.  A double-yellow line separates the	79	10	12.701
350007221	1	A rear-end collision occurred at 1125 hours on a divided urban interstate highway in the southbound travel lanes.  The highway consists of four southbound lanes at the area of the collision.  An asphalt shoulder borders the west edge of the highway.  West	79	10	12.701
350007221	2	A rear-end collision occurred at 1125 hours on a divided urban interstate highway in the southbound travel lanes.  The highway consists of four southbound lanes at the area of the collision.  An asphalt shoulder borders the west edge of the highway.  West	79	10	12.701
350007221	3	A rear-end collision occurred at 1125 hours on a divided urban interstate highway in the southbound travel lanes.  The highway consists of four southbound lanes at the area of the collision.  An asphalt shoulder borders the west edge of the highway.  West	79	10	12.701
350007242	1	A two-vehicle crash occurred on an eight-lane divided interstate freeway.  The highway consists of four southbound lanes and four northbound lanes with the northbound lanes elevated above the southbound lanes.  An embanked grassy median separates the trav	79	10	6.74
350007242	2	A two-vehicle crash occurred on an eight-lane divided interstate freeway.  The highway consists of four southbound lanes and four northbound lanes with the northbound lanes elevated above the southbound lanes.  An embanked grassy median separates the trav	79	10	6.74
350007302	1	This two-vehicle crash occurred on an urban interstate highway.  The highway consists of five eastbound lanes.  A 2.1-meter wide (7 ft.) asphalt shoulder borders the highway's south edge.  South of the asphalt shoulder exists a metal/wood guardrail.  A co	79	10	6.74
350007302	2	This two-vehicle crash occurred on an urban interstate highway.  The highway consists of five eastbound lanes.  A 2.1-meter wide (7 ft.) asphalt shoulder borders the highway's south edge.  South of the asphalt shoulder exists a metal/wood guardrail.  A co	79	10	6.74
350007322	1	A two-vehicle crash occurred on a twelve lane urban interstate freeway at approximately 1245 hours.  A concrete divider divides this freeway with six lanes in either direction.  The sixth lane in either direction is a designated High Occupancy Vehicle (HO	79	10	12.701
350007322	2	A two-vehicle crash occurred on a twelve lane urban interstate freeway at approximately 1245 hours.  A concrete divider divides this freeway with six lanes in either direction.  The sixth lane in either direction is a designated High Occupancy Vehicle (HO	79	10	12.701
350007388	1	This two-vehicle crash occurred on a six lane urban interstate.  This interstate is divided with three lanes in the southbound direction.  This road is straight and level and of concrete construction with no defects.  This road is divided with a concrete	79	10	6.74
350007388	2	This two-vehicle crash occurred on a six lane urban interstate.  This interstate is divided with three lanes in the southbound direction.  This road is straight and level and of concrete construction with no defects.  This road is divided with a concrete	79	10	6.74
350007389	1	A four-vehicle crash occurred on a twelve-lane urban interstate highway at approximately 0800 hours.  The highway consisted of six northbound lanes at the area of the collision.  A concrete center divider separates the northbound and southbound lanes of t	79	10	12.701
350007389	2	A four-vehicle crash occurred on a twelve-lane urban interstate highway at approximately 0800 hours.  The highway consisted of six northbound lanes at the area of the collision.  A concrete center divider separates the northbound and southbound lanes of t	79	10	12.701
350007389	3	A four-vehicle crash occurred on a twelve-lane urban interstate highway at approximately 0800 hours.  The highway consisted of six northbound lanes at the area of the collision.  A concrete center divider separates the northbound and southbound lanes of t	79	10	12.701
350007389	4	A four-vehicle crash occurred on a twelve-lane urban interstate highway at approximately 0800 hours.  The highway consisted of six northbound lanes at the area of the collision.  A concrete center divider separates the northbound and southbound lanes of t	79	10	12.701
351006365	1	A two-vehicle crash occurred at approximately 1130 hours during a weekday on rural, barrier divided, east/west interstate.  Eastbound the interstate had four concrete travel lanes with a 5.7% upgrade.  The westbound travel lanes were not involved in the c	81	11	38.971
351006365	2	A two-vehicle crash occurred at approximately 1130 hours during a weekday on rural, barrier divided, east/west interstate.  Eastbound the interstate had four concrete travel lanes with a 5.7% upgrade.  The westbound travel lanes were not involved in the c	81	11	38.971
351006367	1	A three-vehicle crash occurred on a rural, east/west, two-lane, undivided, state highway with narrow shoulders on each side.  There was a guardrail on the south side of the road and a ditch bordering the north side of the road.  The collision occurred jus	81	11	38.971
351006367	2	A three-vehicle crash occurred on a rural, east/west, two-lane, undivided, state highway with narrow shoulders on each side.  There was a guardrail on the south side of the road and a ditch bordering the north side of the road.  The collision occurred jus	81	11	38.971
351006367	3	A three-vehicle crash occurred on a rural, east/west, two-lane, undivided, state highway with narrow shoulders on each side.  There was a guardrail on the south side of the road and a ditch bordering the north side of the road.  The collision occurred jus	81	11	38.971
352006122	1	This crash occurred on an interstate freeway that consisted of six northbound lanes.  Lane six is a car pool only lane.  Lane one functions as a freeway on-ramp and then becomes an exit-only lane.  All six lanes are concrete and are fairly level.   It was	82	10	62.628
352006122	2	This crash occurred on an interstate freeway that consists of six northbound lanes.  Lane six is a car pool only lane.  Lane one functions as a freeway on-ramp and then becomes an exit-only lane.  All six lanes are concrete and are fairly level.   It was	82	10	62.628
352006482	1	The driver of the 2004 Kenworth tractor pulling one refrigerated van semi-trailer, a 48-year old male, was traveling west on a 2-lane one-way exit ramp from an interstate. The truck was filled to an unknown capacity with general freight. It was early morn	82	10	33.237
495004725	1	Vehicle 1 - 1992 Ford Bronco  The driver of the 1992 Ford Bronco, a 28-year old male, was traveling east on a 2-lane undivided roadway on his way home from work. He had his two young children (ages 2 and 4) in the vehicle with him. His wife had dropped th	13	6	133.902
495004725	2	Vehicle 2 - 1996 Ford Econoline van  The driver of the 1996 Ford Econoline van, a 38-year old female, was traveling west on a 2-lane undivided roadway, following a 1998 Freightliner tractor pulling two trailers (Vehicle #3). She saw the tractor-trailer be	13	6	133.902
495004725	3	Vehicle 3 - 1998 Freightliner tractor pulling two tanker semi-trailers  The driver of the 1998 Freightliner tractor pulling two tanker semi-trailers, a 51-year old male, was traveling west on a 2-lane undivided roadway following a county dump truck. The t	13	6	133.902
495004746	1	Vehicle 1 - 1999 Mercury Sable 4-door sedan  The driver of the 1999 Mercury Sable 4-door sedan, a 54- year old male, was traveling west on a 4-lane undivided roadway (2 lanes each direction) in the second (left) lane of travel. He observed a non-contact v	13	6	243.914
495004746	2	Vehicle 2 - 1989 Mack straight truck (flatbed with sides)  The driver of the 1989 Mack straight truck (flatbed with sides), a 53-year old male, was traveling east on a 4-lane undivided roadway (2 lanes each direction) in the second (left) lane of travel.	13	6	243.914
495004841	1	Vehicle 1 - 1992 Pontiac Grand Am  The driver of the 1992 Pontiac Grand Am, a 52-year old female, was traveling east on a 4-lane undivided roadway (2 lanes each direction) in the second (left) lane of travel. As she approached a 4-way intersection with a	13	6	243.914
495004841	2	Vehicle 2 - 1997 Chevrolet closed van straight truck  The driver of the 1997 Chevrolet closed van straight truck, a 29-year old male, was traveling east on a 4-lane undivided roadway (2 lanes each direction) in the second (left) lane of travel. The truck	13	6	243.914
495005661	1	Vehicle 1 - 1985 Freightliner pulling one open-top van semi-trailer  The driver of the 1985 Freightliner tractor pulling one empty open-top van semi-trailer, a 50-year old male, was traveling north on a 2-lane undivided roadway approaching an overpass ove	13	6	133.902
495005681	1	Vehicle 1 - 1989 Honda Accord 4-door sedan  The driver of the 1989 Honda Accord 4-door sedan, a 23-year old female, was traveling north on a 2-lane roadway divided by a grass median (4 lanes total) in the first lane of travel. She was following a 2003 Hen	13	6	133.902
495005681	2	Vehicle 2 - 2003 Hendrickson/HME tractor pulling one flatbed semi-trailer  The driver of the 2003 Hendrickson/HME tractor pulling one flatbed semi-trailer, a 42-year old male, was traveling north on a 2-lane roadway divided by a grass median (4 lanes tota	13	6	133.902
495005684	1	Vehicle 1 - 1993 Ford Ranger pickup truck  The driver of the 1993 Ford Ranger pickup truck, a 20-year old male, was traveling north on a 3-lane one-way roadway in the first lane of travel. He was approaching a signalized intersection with an undivided 5-l	13	6	243.914
495005684	2	Vehicle 2 - 1997 Volvo tractor pulling two dump body semi-trailers connected by a C-dolly  The driver of the 1997 Volvo tractor pulling two dump body semi-trailers connected by a C-dolly, a 31-year old male, was traveling east on an undivided 5-lane roadw	13	6	243.914
495005701	1	Vehicle 1 - 1997 Plymouth Neon 4-door sedan  The driver of the 1997 Plymouth Neon 4-door sedan, a 78-year old male, was traveling south on a 2-lane undivided roadway approaching a 4-way intersection with another 2-lane undivided roadway. The north/southbo	13	6	133.902
495005701	2	Vehicle 2 - 2000 International tractor pulling one closed van semi-trailer  The driver of the 2000 International tractor pulling one closed van semi-trailer, a 38-year old male, was traveling west on a 2-lane undivided roadway approaching a 4-way intersec	13	6	133.902
495005781	1	Vehicle 1 was a 1994 Kenworth truck tractor pulling a fully loaded van semi-trailer. This vehicle was northbound on a 6 lane divided, level, straight, dry, unlighted(nighttime crash), Interstate highway that had a posted speed limit of 55mph (89 kmph) for	13	6	133.902
495005824	1	Vehicle 1 - 1996 Saturn SL 4-door sedan  The driver of the 1996 Saturn SL 4-door sedan, a 24-year old male, was traveling east on a 2-lane undivided roadway. It was the early hours of the morning, and he was heading into the sun. A 1985 Crane Carrier garb	13	6	243.914
495005824	2	Vehicle 2 - 1985 Crane Carrier garbage straight truck  The driver of the 1985 Crane Carrier garbage straight truck, a 21-year old male, was traveling east on a 2-lane undivided roadway. He had just picked up a load of garbage from in front of a private re	13	6	243.914
610006141	1	Vehicle 1 - unknown pickup truck  The driver of the unknown pickup truck was stopped at a red light at a 4-way intersection on an eastbound 3-lane roadway divided by a grass median (6 lanes total) in the second lane of travel. He was stopped behind a 2003	4	3	53.409
610006141	2	Vehicle 2 - 1999 Subaru Legacy station wagon  The driver of the 1999 Subaru Legacy station wagon, a 58-year old female, was stopped at a red light at a 4-way intersection on an eastbound 3-lane roadway divided by a grass median (6 lanes total). She was th	4	3	53.409
610006141	3	Vehicle 3 - 2003 Chevrolet Impala 4-door sedan  The driver of the 2003 Chevrolet Impala 4-door sedan, a 37-year old male, was stopped at a red light at a 4-way intersection on an eastbound 3-lane roadway divided by a grass median (6 lanes total). He was t	4	3	53.409
610006141	4	Vehicle 4 - 1992 Volvo closed van straight truck  The driver of the 1992 Volvo closed van straight truck, a 33-year old male, was traveling east on a 3-lane roadway divided by a grass median (6 lanes total) in the second lane of travel. The truck was fill	4	3	53.409
610006141	5	Vehicle 5 - 1997 Freightliner tractor pulling one closed van semi-trailer  The driver of the 1997 Freightliner tractor pulling one closed van semi-trailer, a 48-year old male, was traveling north on a 3-lane undivided roadway (2 lanes northbound, 1 lane s	4	3	53.409
615003515	1	Three vehicles were traveling westbound on a positively divided, urban, elevated interstate roadway with four westbound travel lanes.  All travel lanes were curved to the left with an unknown radius of curvature or superelevation. The roadway was snow cov	72	4	0
615003515	2	Three vehicles were traveling westbound on a positively divided, urban, elevated interstate roadway with four westbound travel lanes.  All travel lanes were curved to the left with an unknown radius of curvature or superelevation. The roadway was snow cov	72	4	0
615003515	3	Three vehicles were traveling westbound on a positively divided, urban, elevated interstate roadway with four westbound travel lanes.  All travel lanes were curved to the left with an unknown radius of curvature or superelevation. The roadway was snow cov	72	4	0
620006445	1	This two-vehicle crash occurred on a divided, urban interstate freeway within an interchange.  Northbound there were five travel lanes and shoulders with a guardrail dividing the north and southbound lanes.  A one-lane entrance ramp merged into the northb	81	11	14.014
620006445	2	This two-vehicle crash occurred on a divided, urban interstate freeway within an interchange.  Northbound there were five travel lanes and shoulders with a guardrail dividing the north and southbound lanes.  A one-lane entrance ramp merged into the northb	81	11	14.014
620006446	1	A three-vehicle crash occurred on a rural, divided, interstate freeway.  This crash occurred on the northbound lanes, which have five travel lanes and shoulders and a speed limit of 60 mph (97 kmph).  The northbound lanes are straight with a slight downhi	81	11	38.971
620006446	2	A three-vehicle crash occurred on a rural, divided, interstate freeway.  This crash occurred on the northbound lanes, which have five travel lanes and shoulders and a speed limit of 60 mph (97 kmph).  The northbound lanes are straight with a slight downhi	81	11	38.971
620006446	3	A three-vehicle crash occurred on a rural, divided, interstate freeway.  This crash occurred on the northbound lanes, which have five travel lanes and shoulders and a speed limit of 60 mph (97 kmph).  The northbound lanes are straight with a slight downhi	81	11	38.971
620006485	1	Case #2003-81-0014 CEAF, Page 14 Vehicle 1 - 1992 Isuzu Rodeo Sport Utility Vehicle  The driver of the 1992 Isuzu Rodeo Sport Utility Vehicle, a 53-year old female, was traveling east on a 2-lane roadway divided by a concrete median (4 lanes total) in the	81	11	73.431
620006485	2	Case #2003-81-0014 CEAF, Page 14 Vehicle 2 - 2003 Kenworth tractor pulling one tanker semi-trailer connected to one tanker full trailer  The driver of the 2003 Kenworth tractor pulling one tanker trailer connected to one tanker full trailer, a 45-year old	81	11	73.431
620006525	1	The driver of the 1986 Peterbilt tractor pulling one flatbed semi-trailer, a 47-year old male, was exiting a southbound interstate on a one-lane one-way exit ramp that led to an eastbound state highway. The trailer was loaded to capacity with a concrete b	81	11	38.971
620006545	1	Case 2003-03-002 CEAF, Page 14 Vehicle #1, 1990 Peterbilt empty 3-axle dump truck   Vehicle #1, a 1990 Peterbilt empty 3-axle dump truck, was backing southbound on a residential urban local, undivided, dry, level, asphalt roadway.  The roadway and adjacen	81	11	14.014
620006546	1	Vehicle one was a 1995 Isuzu cab-over-engine flatbed straight truck (with sides).  It was negotiating a right turn to go from a westbound roadway to a northbound one. The undivided bituminous roadway had two lanes with a positive grade of 10% and a super-	81	11	73.431
620006625	1	A two-vehicle collision occurred at approximately 0845 hours on a weekday.  At the time of the crash and the weather was clear and dry. The bituminous roadway was level at the point of impact and had a speed limit of 35 mph, or 56 kmph.  Vehicle one was a	81	11	73.431
620006625	2	A two-vehicle collision occurred at approximately 0845 hours on a weekday.  At the time of the crash and the weather was clear and dry. The bituminous roadway was level at the point of impact and had a speed limit of 35 mph, or 56 kmph.  Vehicle one was a	81	11	73.431
620006685	1	Vehicle 1, a 1990 Mazda 626 four door, was traveling northbound in the inside lane of a four lane, undivided, bituminous roadway. It was 3:15 AM, the weather was clear, the roads were dry and it was dark. The posted speed limit was 50mph (80 kmph]. Vehicl	81	11	14.014
620006685	2	Vehicle 1, a 1990 Mazda 626 four door, was traveling northbound in the inside lane of a four lane, undivided, bituminous roadway. It was 3:15 AM, the weather was clear, the roads were dry and it was dark. The posted speed limit was 50mph (80 kmph]. Vehicl	81	11	14.014
620006785	1	A three-vehicle collision occurred in the mid-afternoon hours on a two-lane bituminous, undivided, two-way roadway. The road was wet and it was raining.  The posted speed limit was 35 mph (56 kmph) with a posted curve advisory speed of 25 mph, or 40 kmph.	81	11	38.971
620006785	2	A three-vehicle collision occurred in the mid-afternoon hours on a two-lane bituminous, undivided, two-way roadway. The road was wet and it was raining.  The posted speed limit was 35 mph (56 kmph) with a posted curve advisory speed of 25 mph, or 40 kmph.	81	11	38.971
620006785	3	A three-vehicle collision occurred in the mid-afternoon hours on a two-lane bituminous, undivided, two-way roadway. The road was wet and it was raining.  The posted speed limit was 35 mph (56 kmph) with a posted curve advisory speed of 25 mph, or 40 kmph.	81	11	38.971
620006786	1	Vehicle one was a 1991 Freightliner tractor pulling a single axle semi-trailer.  It was traveling southbound in the number one lane of a six-lane, divided, level freeway. The road surface was level and dry bituminous.  The speed limit was 60mph (97 kmph).	81	11	0
620006787	1	A three-vehicle collision occurred in the four westbound travel lanes of an eight-lane divided interstate freeway.  The weather was clear and dry at approximately 0900 hours in the morning.  It was daylight and the bituminous roadway was and straight with	81	11	73.431
620006787	2	A three-vehicle collision occurred in the four westbound travel lanes of an eight-lane divided interstate freeway.  The weather was clear and dry at approximately 0900 hours in the morning.  It was daylight and the bituminous roadway was and straight with	81	11	73.431
620006787	3	A three-vehicle collision occurred in the four westbound travel lanes of an eight-lane divided interstate freeway.  The weather was clear and dry at approximately 0900 hours in the morning.  It was daylight and the bituminous roadway was and straight with	81	11	73.431
620006805	1	A single vehicle rollover collision occurred in the northbound travel lanes of a divided ten-lane interstate freeway.  The dry, level concrete roadway had a slight curve to the left. The posted speed limit was 60 mph, or 97 kmph. The weather was clear and	81	11	73.431
620006827	1	This two-vehicle crash occurred at 4-leg intersection of a five-lane local road and an on/off ramp from a state highway.  This intersection is controlled by a traffic light.  The five-lane road has two lanes in either direction with a left turn lane at th	81	11	38.971
620006827	2	This two-vehicle crash occurred at 4-leg intersection of a five-lane local road and an on/off ramp from a state highway.  This intersection is controlled by a traffic light.  The five-lane road has two lanes in either direction with a left turn lane at th	81	11	38.971
620007065	1	This crash occurred on a two-lane mountain pass state highway. It was dawn at approximately 0741 hours. The weather was overcast, the roadway was dry bituminous, and the temperature was in the mid-forty degree range. The speed limit was 55-mph (89 kmph) a	81	11	38.971
620007065	2	This crash occurred on a two-lane mountain pass state highway. It was dawn at approximately 0741 hours. The weather was overcast, the roadway was dry bituminous, and the temperature was in the mid-forty degree range. The speed limit was 55-mph (89 kmph) a	81	11	38.971
620007066	1	Case #2003-81-0026 CEAF, Page 14 Vehicle 1 - 2002 Kenworth tractor pulling one intermodal container semi-trailer  The driver of the 2002 Kenworth tractor pulling one empty intermodal container trailer, a 51-year old male, was traveling east on a 2-lane un	81	11	38.971
636004850	1	This multi-vehicle collision occurred on a congested, divided, urban freeway at 0955 hours in the westbound travel lanes.  The posted speed limit was 105 kmph (65 mph) and there were no adverse weather conditions at this time and the roadway was dry.  Veh	79	10	6.74
636004850	2	This multi-vehicle collision occurred on a congested, divided, urban freeway at 0955 hours in the westbound travel lanes.  The posted speed limit was 105 kmph (65 mph) and there were no adverse weather conditions at this time and the roadway was dry.  Veh	79	10	6.74
636004850	3	This multi-vehicle collision occurred on a congested, divided, urban freeway at 0955 hours in the westbound travel lanes.  The posted speed limit was 105 kmph (65 mph) and there were no adverse weather conditions at this time and the roadway was dry.  Veh	79	10	6.74
636004850	4	This multi-vehicle collision occurred on a congested, divided, urban freeway at 0955 hours in the westbound travel lanes.  The posted speed limit was 105 kmph (65 mph) and there were no adverse weather conditions at this time and the roadway was dry.  Veh	79	10	6.74
657004725	1	Vehicle 1 - 1989 Nissan Pathfinder pickup truck  The driver of the 1989 Nissan Pathfinder pickup truck, a 27-year old male, was traveling south on a 2-lane undivided roadway approaching a right curve in the roadway. As the road began to curve, the driver	4	3	34.364
657004725	2	Vehicle 2 - 2001 Mack tractor pulling one dump-body semi-trailer  The driver of the 2001 Mack tractor pulling one dump-body semi-trailer, a 37-year old male, was traveling north on a 2-lane undivided roadway approaching a left curve in the road. The trail	4	3	34.364
657004726	1	Vehicle 1 - 1997 Lincoln Continental 4-door sedan  The driver of the 1997 Lincoln Continental 4-door sedan, a 44-year old female, was traveling east on a 2-lane undivided roadway approaching a 4-way intersection with another 2-lane undivided roadway. The	4	3	34.364
657004726	2	Vehicle 2 - 1998 Peterbilt tractor pulling one dump-type semi-trailer  The driver of the 1998 Peterbilt tractor pulling one dump-type semi-trailer, a 40-year old male, was traveling south on a 2-lane undivided roadway approaching a 4-way intersection with	4	3	34.364
