CaseID	VehicleNumber	ViolationNumber	LicState	CitDate	ConvDate	ACDcode	ACDdetail	DriverNumber	ViolDescription	PSU	PSUStrata	RATWeight
349006705	1	5	GA	1996-03-01	1996-04-01	S92	55070	11221	SPEEDING-SPEED LIMIT AND ACTUAL	78	12	138.103
349006705	1	6	GA	1995-08-01	1995-11-01	M01	 	11221	FT OBEY	78	12	138.103
349006705	1	7	GA	1987-11-01	1987-12-01	N01	 	11221	FAIL TO YIELD RIGHT OF WAY	78	12	138.103
349006705	1	8	GA	1995-09-01	1995-09-01	M34	 	11221	FOLLOW TO CLOSELY	78	12	138.103
349006802	1	1	CA	2002-02-01	2002-03-01	 	S94	11224	 	78	12	49.662
349006802	1	2	CA	2002-02-01	2002-03-01	 	B26	11224	 	78	12	49.662
349006802	2	1	TX	1994-04-01	1994-06-01	N84	 	11225	UNSAFE OPERATION	78	12	49.662
349006802	2	2	TX	1997-07-01	1997-09-01	S92	55065	11225	SPEEDING-SPEED LIMIT AND ACTUAL	78	12	49.662
349006802	2	3	TX	1995-12-01	1996-01-01	S93	 	11225	SPEEDING	78	12	49.662
349006823	1	1	CA	2001-02-01	2002-03-01	 	D45	11226	 	78	12	260.223
350006509	2	1	CA	2003-01-01	2003-03-01	 	D15	11283	 	79	10	6.74
350006509	2	2	CA	2001-07-01	2001-10-01	 	F13	11283	 	79	10	6.74
350006509	2	3	CA	2001-12-01	2002-06-01	 	N01	11283	 	79	10	6.74
350006509	2	4	CA	2001-12-01	2002-01-01	 	M16	11283	 	79	10	6.74
350006549	1	1	CA	2002-07-01	2002-08-01	 	N08	11254	 	79	10	6.74
350006549	2	1	CA	2002-04-01	2003-05-01	 	E55	11255	 	79	10	6.74
350006549	2	2	CA	1999-11-01	2000-04-01	 	S95	11255	 	79	10	6.74
350006549	2	3	CA	2001-12-01	2002-02-01	 	S93	11255	 	79	10	6.74
350006594	2	1	CA	2003-06-01	2003-07-01	 	B74	11257	 	79	10	12.701
350006629	2	1	CA	2002-12-01	2003-06-01	M49	 	11260	IMPR LANE/LOCATION - IN HOV/RESTRICTED LANE	79	10	2.424
350006629	2	2	CA	2002-05-01	2002-06-01	 	S15	11260	 	79	10	2.424
350006629	2	3	CA	2002-05-01	2002-06-01	 	B60	11260	 	79	10	2.424
350006629	2	4	CA	2002-12-01	2003-05-01	 	M17	11260	 	79	10	2.424
350006774	3	1	CA	2002-05-01	2002-06-01	 	M49	11266	 	79	10	6.74
350006774	3	2	CA	2001-11-01	2002-01-01	 	F23	11266	 	79	10	6.74
350006774	3	3	CA	2002-01-01	2002-01-01	 	E55	11266	 	79	10	6.74
350006854	1	1	CA	2002-01-01	2002-04-01	 	S93	11270	 	79	10	6.74
350006854	2	1	NV	2002-09-01	2002-10-01	 	F13	11271	 	79	10	6.74
350006860	1	1	CA	2003-02-01	2003-04-01	 	S93	11272	 	79	10	6.74
350006860	1	2	CA	2001-10-01	2002-03-01	 	D45	11272	 	79	10	6.74
350006860	1	3	CA	2001-10-01	2002-03-01	 	N56	11272	 	79	10	6.74
350006860	2	1	CA	2001-05-01	2001-09-01	 	S93	11273	 	79	10	6.74
350006975	1	1	CA	2003-05-01	2003-10-01	 	F66	11274	 	79	10	2.424
350007075	2	1	CA	2003-06-01	2003-07-01	 	N01	11276	 	79	10	6.74
350007076	2	1	CA	2003-06-01	2003-08-01	 	F04	11278	 	79	10	12.701
350007076	2	2	CA	2002-10-01	2003-01-01	 	D45	11278	 	79	10	12.701
350007076	2	3	CA	2002-10-01	2003-01-01	 	F13	11278	 	79	10	12.701
350007076	2	4	CA	2002-11-01	2003-02-01	 	M16	11278	 	79	10	12.701
350007076	2	5	CA	2003-05-01	2003-09-01	 	S94	11278	 	79	10	12.701
351006365	1	1	CA	2003-05-01	2003-08-01	 	S94	11308	 	81	11	38.971
351006367	3	1	WA	2000-05-01	2000-06-01	E30	 	11312	DEFECTIVE EQUIPMENT	81	11	38.971
495004725	2	1	MI	1999-01-01	1999-01-01	S94	 	197	PRIMA FACIE SPEED VIOL/DRIVE TO FAST FOR CONDITIONS	13	6	133.902
495004746	1	1	MI	2001-04-01	2001-04-01	S92	55065	102	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	243.914
495004746	1	2	MI	1998-05-01	1998-06-01	S92	55065	102	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	243.914
495004746	2	1	MI	2001-01-01	2001-03-01	S92	30048	121	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	243.914
495004746	2	2	MI	2000-06-01	2000-08-01	S92	50060	121	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	243.914
495004841	2	1	MI	2000-03-01	2000-04-01	M81	 	617	CARELESS DRIVE	13	6	243.914
495004841	2	2	MI	2000-11-01	2000-11-01	S92	55075	617	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	243.914
495004841	2	3	MI	1999-02-01	1999-02-01	S92	25035	617	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	243.914
495005681	2	1	MI	2003-02-01	2003-05-01	F65	 	334	TOWING/PUSHING VEH IMPROPERLY	13	6	133.902
495005684	1	1	MI	2003-03-01	2003-06-01	A10	 	785	DUI OF ALCOHOL WITH BAC AT/OVER .10	13	6	243.914
495005684	1	2	MI	1999-03-01	1999-04-01	S92	40060	785	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	243.914
495005684	1	3	MI	2001-08-01	2001-08-01	S92	55065	785	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	243.914
495005684	1	4	MI	1998-11-01	1998-12-01	M01	 	785	FT OBEY	13	6	243.914
495005701	2	1	MI	2003-03-01	2003-03-01	N01	 	440	FAIL TO YIELD RIGHT OF WAY	13	6	133.902
495005701	2	2	MI	1999-07-01	1999-07-01	S92	55060	440	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	133.902
495005701	2	3	MI	2000-12-01	2000-12-01	S92	55065	440	SPEEDING-SPEED LIMIT AND ACTUAL	13	6	133.902
495005701	2	4	MI	2002-03-01	2002-04-01	B74	 	440	FAIL TO SHOW INS CERTIFICATION	13	6	133.902
495005781	1	1	MT	1999-11-01	1999-12-01	S93	 	720	SPEEDING	13	6	133.902
495005781	1	2	MT	2001-12-01	2002-02-01	B74	 	720	FAIL TO SHOW INS CERTIFICATION	13	6	133.902
495005824	2	1	MI	2000-07-01	2000-07-01	S93	 	777	SPEEDING	13	6	243.914
610006141	4	1	NJ	2001-10-01	2002-01-01	M14	 	565	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
610006141	4	2	NJ	2000-04-01	2000-07-01	M81	 	565	CARELESS DRIVE	4	3	53.409
610006141	4	3	NJ	1988-12-01	1989-01-01	M41	 	565	FT KEEP IN PROPER LANE	4	3	53.409
610006141	4	4	NJ	2002-11-01	2003-02-01	M14	 	565	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
610006141	4	5	NJ	2003-07-01	2003-10-01	N84	 	565	UNSAFE OPERATION	4	3	53.409
610006141	4	6	NJ	1988-05-01	1988-06-01	S96	 	565	SPEED LESS THAN MINIMUM	4	3	53.409
610006141	4	7	NJ	1999-07-01	1999-07-01	B43	 	565	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	53.409
610006141	4	8	NJ	1989-08-01	1989-09-01	B43	 	565	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	53.409
610006141	4	9	NJ	1989-09-01	1989-09-01	B26	 	565	DRIVE WHILE LIC SUSPENDED	4	3	53.409
610006141	4	10	NJ	1987-06-01	1987-06-01	S92	35066	565	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
620006485	2	1	WA	2002-03-01	2002-07-01	F10	 	11319	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	73.431
620006525	1	1	WA	2003-07-01	2003-09-01	F23	 	11320	"SPILLING, DRAGGING, UNSECURED/UNSAFE LOAD"	81	11	38.971
620006525	1	2	WA	1994-06-01	1994-08-01	E31	 	11320	DEFECTIVE BRAKES	81	11	38.971
620006525	1	3	WA	2003-07-01	2003-09-01	S94	 	11320	PRIMA FACIE SPEED VIOL/DRIVE TO FAST FOR CONDITIONS	81	11	38.971
620006525	1	4	WA	1994-06-01	1994-08-01	E30	 	11320	DEFECTIVE EQUIPMENT	81	11	38.971
620006525	1	5	WA	2002-05-01	2002-05-01	B50	 	11320	EXP/NO DOC WHICH IS REQUIRED	81	11	38.971
620006546	1	1	WA	2003-07-01	2003-08-01	F23	 	11322	"SPILLING, DRAGGING, UNSECURED/UNSAFE LOAD"	81	11	73.431
620006546	1	2	WA	2001-01-01	2001-01-01	S92	24034	11322	SPEEDING-SPEED LIMIT AND ACTUAL	81	11	73.431
620007065	2	1	WA	2002-02-01	2002-02-01	F10	 	11338	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
620007065	2	2	WA	2002-05-01	2002-05-01	F10	 	11338	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
620007065	2	3	WA	2002-11-01	2002-11-01	F10	 	11338	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
620007065	2	4	WA	2001-02-01	2001-04-01	D19	 	11338	SHOW/USE IMPROPERLY-OPERATOR'S (DRIVER'S) LOG	81	11	38.971
620007065	2	5	WA	1998-06-01	1998-07-01	B04	 	11338	HIT & RUN -FT STOP & RENDER AID AFTER ACC-PD ACC	81	11	38.971
620007065	2	6	WA	2003-11-01	2003-11-01	F10	 	11338	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
620007066	1	1	WA	2001-09-01	2001-10-01	F10	 	11339	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
620007066	1	2	WA	2001-05-01	2001-06-01	F10	 	11339	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
620007066	1	3	WA	2000-11-01	2000-12-01	F10	 	11339	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
620007066	1	4	WA	2003-12-01	2004-02-01	N01	 	11339	FAIL TO YIELD RIGHT OF WAY	81	11	38.971
620007066	1	5	WA	2001-10-01	2001-11-01	S92	60071	11339	SPEEDING-SPEED LIMIT AND ACTUAL	81	11	38.971
620007066	1	6	WA	2003-11-01	2003-12-01	S92	60073	11339	SPEEDING-SPEED LIMIT AND ACTUAL	81	11	38.971
620007066	1	7	WA	2001-09-01	2001-10-01	E30	 	11339	DEFECTIVE EQUIPMENT	81	11	38.971
620007066	1	8	WA	2002-02-01	2002-02-01	S92	50055	11339	SPEEDING-SPEED LIMIT AND ACTUAL	81	11	38.971
620007066	1	9	WA	2001-06-01	2001-07-01	S92	35045	11339	SPEEDING-SPEED LIMIT AND ACTUAL	81	11	38.971
620007066	1	10	WA	2003-12-01	2004-02-01	M25	 	11339	FT STOP - BASIC RULE AT UNSIGNED INTERSECTION	81	11	38.971
620007066	1	11	WA	2003-10-01	2003-11-01	F23	 	11339	"SPILLING, DRAGGING, UNSECURED/UNSAFE LOAD"	81	11	38.971
620007066	1	12	WA	2003-10-01	2003-11-01	F10	 	11339	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
620007066	1	13	WA	2000-10-01	2000-11-01	F10	 	11339	"EXCEED/VIOLATING SIZE, WEIGHT,/PASSENGER//CARGO LIMITS"	81	11	38.971
636004850	4	1	CA	2001-07-01	2001-09-01	 	S93	10834	 	79	10	6.74
636004850	4	2	CA	2001-06-01	2001-08-01	 	M34	10834	 	79	10	6.74
657004725	1	1	VA	2001-08-01	2001-09-01	S93	 	665	SPEEDING	4	3	34.364
657004725	2	1	PA	1999-11-01	2000-01-01	F34	 	457	"STOP,STAND,/PARK: OBSTRUCTION/IMPEDING TRAFFIC"	4	3	34.364
657004725	2	2	PA	1990-11-01	1991-02-01	B20	 	457	DRIVE WHILE LIC WITHDRAWN	4	3	34.364
657004725	2	3	PA	1999-07-01	1999-08-01	S92	65080	457	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
657004725	2	4	PA	1997-12-01	1998-01-01	S92	50064	457	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
657004725	2	5	PA	1994-04-01	1994-06-01	S92	55069	457	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
657004725	2	6	PA	1992-06-01	1992-07-01	S92	50065	457	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
657004725	2	7	PA	1990-04-01	1990-04-01	M81	 	457	CARELESS DRIVE	4	3	34.364
657004725	2	8	PA	1999-07-01	1999-08-01	M42	 	457	IMPR/ERRATIC(UNSAFE)LANE CHANGES	4	3	34.364
657004725	2	9	PA	1993-07-01	1993-08-01	M42	 	457	IMPR/ERRATIC(UNSAFE)LANE CHANGES	4	3	34.364
657004725	2	10	PA	2001-08-01	2001-10-01	M14	 	457	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
657004725	2	11	PA	1999-07-01	1999-08-01	B43	 	457	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	34.364
657004725	2	12	PA	1999-11-01	1999-11-01	M14	 	457	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
657004725	2	13	PA	1999-10-01	1999-12-01	F41	 	457	OPERATE/PERMIT VEH WHERE PROHIBITED/NOT AUTHORIZED	4	3	34.364
657004725	2	14	PA	1994-09-01	1994-10-01	M01	 	457	FT OBEY	4	3	34.364
657004725	2	15	PA	1997-04-01	1997-04-01	M01	 	457	FT OBEY	4	3	34.364
657004726	1	1	NJ	2002-04-01	2002-05-01	N84	 	275	UNSAFE OPERATION	4	3	34.364
657004881	1	1	NJ	1999-05-01	1999-08-01	M14	 	592	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
657004881	1	2	NJ	1999-06-01	1999-07-01	M14	 	592	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
657004881	1	3	NJ	2002-01-01	2002-01-01	M14	 	592	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
657004881	1	4	NJ	2001-06-01	2001-10-01	N84	 	592	UNSAFE OPERATION	4	3	34.364
657004881	3	1	NJ	2001-12-01	2002-02-01	E70	 	649	EQUIPMENT USED IMPROPER/OBSTRUCTED	4	3	34.364
657004881	3	2	NJ	2002-06-01	2002-10-01	N84	 	649	UNSAFE OPERATION	4	3	34.364
657004881	3	3	NJ	1994-12-01	1995-01-01	N40	 	649	FAIL TO USE/IMPROPER SIGNAL	4	3	34.364
657004881	3	4	NJ	1995-06-01	1995-08-01	S92	40055	649	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
657004881	3	5	NJ	1998-03-01	1998-06-01	S96	 	649	SPEED LESS THAN MINIMUM	4	3	34.364
657004881	3	6	NJ	1993-06-01	1993-08-01	S92	25044	649	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	34.364
657004881	3	7	NJ	1992-10-01	1992-12-01	M14	 	649	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	34.364
657005006	1	1	NJ	1985-10-01	1985-11-01	N84	 	29	UNSAFE OPERATION	4	3	34.364
657005006	1	2	NJ	1991-05-01	1991-06-01	N84	 	29	UNSAFE OPERATION	4	3	34.364
658004281	1	1	NJ	2001-11-01	2002-01-01	M14	 	803	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
658004281	2	1	NJ	1997-01-01	1997-01-01	M14	 	595	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	4	3	53.409
658004281	2	2	NJ	1997-06-01	1997-06-01	N40	 	595	FAIL TO USE/IMPROPER SIGNAL	4	3	53.409
658004281	2	3	NJ	1995-10-01	1995-11-01	N84	 	595	UNSAFE OPERATION	4	3	53.409
658004281	2	4	NJ	1993-06-01	1993-09-01	S92	55069	595	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
658004281	2	5	NJ	1993-07-01	1993-07-01	S92	30044	595	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
658004281	2	6	NJ	1991-08-01	1991-09-01	B51	 	595	EXP/NO DRIVER LIC	4	3	53.409
658004281	2	7	NJ	1991-09-01	1991-09-01	B51	 	595	EXP/NO DRIVER LIC	4	3	53.409
658004281	2	8	NJ	2001-10-01	2001-11-01	B43	 	595	"MISSING,DEFACED,/OBSCURED LIC PLATES"	4	3	53.409
658004281	2	9	NJ	1988-11-01	1988-12-01	S92	40054	595	SPEEDING-SPEED LIMIT AND ACTUAL	4	3	53.409
658004281	2	10	NJ	2001-06-01	2001-07-01	N84	 	595	UNSAFE OPERATION	4	3	53.409
800003784	2	1	NY	1987-03-01	1987-05-01	M14	 	166	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	93.511
800003784	2	2	NY	1986-03-01	1986-03-01	S92	55067	166	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800003927	2	1	NJ	1998-03-01	1998-05-01	M14	 	669	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	93.511
800003927	2	2	NJ	1997-10-01	1997-11-01	S96	 	669	SPEED LESS THAN MINIMUM	2	3	93.511
800003927	2	3	NJ	1993-05-01	1993-07-01	S96	 	669	SPEED LESS THAN MINIMUM	2	3	93.511
800003927	2	4	NJ	1993-12-01	1994-02-01	S92	40062	669	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800003927	2	5	NJ	1999-11-01	2000-09-01	N84	 	669	UNSAFE OPERATION	2	3	93.511
800003927	2	6	NJ	1998-09-01	1998-10-01	N84	 	669	UNSAFE OPERATION	2	3	93.511
800003927	2	7	NJ	1993-08-01	1993-09-01	N84	 	669	UNSAFE OPERATION	2	3	93.511
800003927	2	8	NJ	2000-04-01	2000-08-01	N50	 	669	IMPR TURN	2	3	93.511
800003927	2	9	NJ	2001-03-01	2001-07-01	M84	 	669	RECKLESS DRIVE	2	3	93.511
800003927	2	10	NJ	1999-01-01	1999-08-01	M41	 	669	FT KEEP IN PROPER LANE	2	3	93.511
800004204	1	1	PA	1998-02-01	1998-02-01	M15	00000	239	FT OBEY STOP SIGN	2	3	145.338
800004204	1	2	PA	1991-11-01	1992-01-01	S15	55070	239	SPEED 15 MORE ABOVE SPEED LIMIT (DETAIL OPTIONAL)	2	3	145.338
800004204	1	3	PA	1989-03-01	1990-06-01	B51	 	239	EXP/NO DRIVER LIC	2	3	145.338
800004204	1	4	PA	1991-07-01	1991-08-01	S93	 	239	SPEEDING	2	3	145.338
800004204	1	5	PA	1989-03-01	1990-06-01	S93	 	239	SPEEDING	2	3	145.338
800004204	1	6	PA	2001-01-01	2001-02-01	S92	65079	239	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	145.338
800004204	1	7	PA	1985-11-01	1986-04-01	N70	 	239	DRIVE ON WRONG SIDE	2	3	145.338
800004204	1	8	PA	1988-03-01	1988-04-01	N82	 	239	IMPROPER BACKING	2	3	145.338
800004204	1	9	PA	2000-05-01	2000-06-01	M41	00000	239	FT KEEP IN PROPER LANE	2	3	145.338
800004604	2	1	NY	1987-02-01	1987-06-01	A10	 	66	DUI OF ALCOHOL WITH BAC AT/OVER .10	2	3	61.96
800004604	2	2	NY	1984-05-01	1984-09-01	S92	50063	66	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	61.96
800004865	1	1	PA	1986-03-01	1986-03-01	M16	00000	537	FT OBEY TRAFIC SIGNAL/LIGHT	2	3	93.511
800004865	1	2	PA	1993-05-01	1993-05-01	S15	55074	537	SPEED 15 MORE ABOVE SPEED LIMIT (DETAIL OPTIONAL)	2	3	93.511
800004865	1	3	PA	2001-05-01	2001-06-01	S93	 	537	SPEEDING	2	3	93.511
800004865	1	4	PA	1995-07-01	1995-07-01	S92	55065	537	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800004865	1	5	PA	1986-12-01	1986-12-01	M71	00000	537	PASS IN VIOL OF POSTED SIGN/PAVEMENT MARKING	2	3	93.511
800004866	1	1	NY	1993-02-01	1993-11-01	F04	 	329	SEAT BELT NOT USED PROPERLY REQ	2	3	61.96
800004866	1	2	NY	1995-10-01	1995-11-01	B54	 	329	EXP/NO REGISTRATION/TITLE	2	3	61.96
800004866	1	3	NY	1994-12-01	1994-12-01	S93	 	329	SPEEDING	2	3	61.96
800004866	1	4	NY	2001-06-01	2001-06-01	S92	30039	329	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	61.96
800004866	1	5	NY	1987-04-01	1987-05-01	S92	55071	329	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	61.96
800004866	1	6	NY	1997-09-01	1997-10-01	F04	 	329	SEAT BELT NOT USED PROPERLY REQ	2	3	61.96
800004866	1	7	NY	1994-04-01	2002-04-01	F04	 	329	SEAT BELT NOT USED PROPERLY REQ	2	3	61.96
800005124	1	1	NY	1995-12-01	1996-01-01	F04	 	556	SEAT BELT NOT USED PROPERLY REQ	2	3	93.511
800005124	1	2	NY	2001-03-01	2001-04-01	F04	 	556	SEAT BELT NOT USED PROPERLY REQ	2	3	93.511
800005124	1	3	NY	2001-03-01	2001-04-01	M14	 	556	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	93.511
800005124	1	4	NY	1987-06-01	1989-09-01	M16	 	556	FT OBEY TRAFIC SIGNAL/LIGHT	2	3	93.511
800005124	1	5	NY	1996-03-01	2000-04-01	N23	 	556	FTY ROW AT TRAFFIC SIGN	2	3	93.511
800005124	1	6	NY	1991-07-01	1992-10-01	S92	50074	556	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005124	1	7	NY	1988-03-01	1989-09-01	B91	 	556	IMPROPER CLASS/ENDORSEMENT ON DL	2	3	93.511
800005124	1	8	NY	1991-07-01	1992-10-01	B51	 	556	EXP/NO DRIVER LIC	2	3	93.511
800005124	1	9	NY	1991-01-01	1992-10-01	B51	 	556	EXP/NO DRIVER LIC	2	3	93.511
800005124	1	10	NY	2001-03-01	2001-04-01	S92	30047	556	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005124	1	11	NY	1999-06-01	1999-07-01	S92	30047	556	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005124	1	12	NY	1993-07-01	1994-10-01	S92	50066	556	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005124	1	13	NY	1995-12-01	1996-05-01	S92	65095	556	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005124	1	14	NY	1988-03-01	1989-09-01	M16	 	556	FT OBEY TRAFIC SIGNAL/LIGHT	2	3	93.511
800005124	1	15	NY	2001-04-01	2001-08-01	M14	 	556	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	93.511
800005124	1	16	NY	1986-12-01	1986-12-01	M14	 	556	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	93.511
800005124	1	17	NY	2002-05-01	2002-08-01	F04	 	556	SEAT BELT NOT USED PROPERLY REQ	2	3	93.511
800005124	1	18	NY	1994-04-01	1994-10-01	F63	 	556	LEAVE VEH UNATTENDED WITH ENGINE RUNNING	2	3	93.511
800005124	1	19	NY	2001-03-01	2001-04-01	F04	 	556	SEAT BELT NOT USED PROPERLY REQ	2	3	93.511
800005307	1	1	AL	1997-06-01	1997-07-01	F13	 	20	EXCEED/VIOLATING WEIGHT LIMITS OF VEH/TRUCK	2	3	93.511
800005307	1	2	AL	1995-04-01	1995-06-01	SP3	 	20	 	2	3	93.511
800005307	1	3	AL	1995-01-01	1995-02-01	C18	 	20	 	2	3	93.511
800005307	1	4	AL	1991-09-01	1991-10-01	D40	 	20	FTA	2	3	93.511
800005307	1	5	AL	1991-09-01	1991-11-01	D20	 	20	"SHOW/USE IMPROPERLY-REG,PLATES,DECAL/STICKER"	2	3	93.511
800005307	1	6	AL	1998-04-01	1998-05-01	B87	 	20	FALSE REPORT OF OPERATOR'S (DRIVER'S) LOG	2	3	93.511
800005307	1	7	AL	1996-09-01	1996-10-01	B54	 	20	EXP/NO REGISTRATION/TITLE	2	3	93.511
800005307	1	8	AL	1997-02-01	1997-02-01	S92	50063	20	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005307	1	9	AL	1989-03-01	1989-05-01	S92	55067	20	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005307	1	10	AL	2001-03-01	2001-04-01	S15	30050	20	SPEED 15 MORE ABOVE SPEED LIMIT (DETAIL OPTIONAL)	2	3	93.511
800005307	1	11	AL	2000-02-01	2000-02-01	F66	 	20	UNSAFE CONDITION OF VEH	2	3	93.511
800005307	1	12	AL	1998-09-01	1998-11-01	M06	 	20	FT OBEY MOTOR CARRIER RULES/REGULATIONS	2	3	93.511
800005307	1	13	AL	1998-09-01	1998-11-01	F13	 	20	EXCEED/VIOLATING WEIGHT LIMITS OF VEH/TRUCK	2	3	93.511
800005764	1	1	NY	2000-05-01	2000-08-01	M06	70083	543	FT OBEY MOTOR CARRIER RULES/REGULATIONS	2	3	93.511
800005764	1	2	NY	2001-06-01	2001-08-01	S92	65074	543	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005991	1	1	NY	1986-05-01	1986-06-01	M14	 	153	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	93.511
800005991	1	2	NY	1999-05-01	2000-02-01	M14	 	153	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	93.511
800005991	1	3	NY	1991-01-01	1991-03-01	A04	 	153	 	2	3	93.511
800005991	1	4	NY	1984-02-01	1984-03-01	S92	55070	153	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800005991	1	5	NY	1987-08-01	1987-09-01	S92	55069	153	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	93.511
800006228	1	1	NY	2003-06-01	2003-06-01	F04	 	639	SEAT BELT NOT USED PROPERLY REQ	2	3	0
800006228	1	2	NY	1998-11-01	1999-05-01	F04	 	639	SEAT BELT NOT USED PROPERLY REQ	2	3	0
800006228	1	3	NY	1999-05-01	1999-09-01	B51	 	639	EXP/NO DRIVER LIC	2	3	0
800006228	1	4	NY	1994-08-01	1996-04-01	B20	 	639	DRIVE WHILE LIC WITHDRAWN	2	3	0
800006228	1	5	NY	2000-07-01	2000-08-01	M14	 	639	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	0
800006228	1	6	NY	2002-06-01	2002-08-01	M14	 	639	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	0
800006228	1	7	NY	2002-05-01	2002-09-01	M14	 	639	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	0
800006415	1	1	NY	2000-03-01	2000-12-01	F04	 	174	SEAT BELT NOT USED PROPERLY REQ	2	3	145.338
800006415	1	2	NY	1991-02-01	1991-04-01	M14	 	174	FT OBEY SIGN/TRAFFIC CONTROL DEVICE	2	3	145.338
800006415	1	3	NY	2002-06-01	2002-06-01	E01	 	174	OPERATE W/O EQUIP AS REQ BY LAW	2	3	145.338
800006415	1	4	NY	2000-12-01	2000-12-01	B51	 	174	EXP/NO DRIVER LIC	2	3	145.338
800006415	1	5	NY	1990-02-01	1990-03-01	S92	55069	174	SPEEDING-SPEED LIMIT AND ACTUAL	2	3	145.338
800006415	1	6	NY	1988-09-01	1988-09-01	N22	 	174	FTY ROW AT STOP SIGN	2	3	145.338
800006415	2	1	UK	2003-10-01	2004-01-01	M41	00000	834	FT KEEP IN PROPER LANE	2	3	145.338
