CaseID	VehicleNumber	PreEventMovement	ACRCriticalEvent	CriticalEventCat	ACRReason	ReasonCat	ACRAvoidance	ACRStability	ACRLocation	ACRRightOfWay	CrashCode	AccidentCat	ACRJackknife	ACRCargoshift	PSU	PSUStrata	RATWeight
350006794	2	1	125	9	0	0	99	1	1	1	98	13	0	0	79	10	12.701
350006794	3	1	10	2	199	4	1	1	2	2	47	12	0	0	79	10	12.701
350006854	1	1	51	3	100	1	1	1	1	88	24	2	0	0	79	10	6.74
350006854	2	1	53	3	0	0	1	1	1	88	25	2	0	0	79	10	6.74
350006860	1	1	52	3	0	0	1	1	1	88	44	12	0	0	79	10	6.74
350006860	2	2	51	3	139	3	9	1	2	88	45	12	0	0	79	10	6.74
350006975	1	14	6	1	140	3	99	2	2	88	98	13	0	0	79	10	2.424
350007035	1	14	125	9	0	0	1	1	1	88	98	13	0	0	79	10	12.701
350007035	2	14	125	9	0	0	1	1	1	88	98	13	0	0	79	10	12.701
350007035	3	17	12	2	0	0	7	9	4	88	8	7	0	0	79	10	12.701
350007035	4	15	3	1	205	5	1	8	4	88	98	13	0	0	79	10	12.701
350007075	1	1	67	4	0	0	3	1	1	88	83	10	0	0	79	10	6.74
350007075	2	11	15	2	125	3	1	1	1	2	82	10	0	0	79	10	6.74
350007076	1	1	90	6	113	2	8	1	1	88	12	11	0	0	79	10	12.701
350007076	2	1	125	9	0	0	6	1	2	88	98	13	0	0	79	10	12.701
350007155	1	1	54	3	199	4	6	1	2	2	50	3	0	0	79	10	2.424
350007155	2	1	54	3	0	0	7	1	2	1	51	3	0	0	79	10	2.424
350007155	3	1	125	9	0	0	1	1	1	1	98	13	0	0	79	10	2.424
350007220	1	1	125	9	0	0	3	2	1	88	98	13	0	0	79	10	12.701
350007220	2	1	125	9	0	0	9	2	2	88	98	13	0	0	79	10	12.701
350007220	3	1	125	9	0	0	8	4	4	88	98	13	1	0	79	10	12.701
350007220	4	1	4	1	142	4	9	3	2	88	0	13	1	0	79	10	12.701
350007221	1	1	50	3	113	2	3	2	1	88	20	2	0	0	79	10	12.701
350007221	2	5	53	3	0	0	1	1	1	88	21	2	0	0	79	10	12.701
350007221	3	5	125	9	0	0	1	1	1	99	98	13	0	0	79	10	12.701
350007242	1	1	98	7	113	2	3	2	1	1	98	13	0	0	79	10	6.74
350007242	2	0	98	7	0	0	0	0	0	88	98	13	0	0	79	10	6.74
350007302	1	1	13	2	143	4	1	1	4	88	1	1	0	0	79	10	6.74
350007302	2	1	125	9	0	0	10	1	1	1	98	13	0	0	79	10	6.74
350007322	1	1	51	3	199	4	99	1	1	88	24	2	0	0	79	10	12.701
350007322	2	1	53	3	0	0	1	1	1	88	25	2	0	0	79	10	12.701
350007388	1	1	51	3	110	2	1	1	1	88	24	2	0	0	79	10	6.74
350007388	2	1	53	3	0	0	1	1	1	88	25	2	0	0	79	10	6.74
350007389	1	2	53	3	0	0	1	1	1	88	25	2	0	0	79	10	12.701
350007389	2	2	125	9	0	0	1	1	1	88	98	13	0	0	79	10	12.701
350007389	3	2	125	9	0	0	1	1	1	88	98	13	0	0	79	10	12.701
350007389	4	1	51	3	123	3	3	2	1	88	24	2	0	0	79	10	12.701
351006365	1	1	51	3	100	1	1	1	1	88	24	2	0	0	81	11	38.971
351006365	2	1	53	3	0	0	1	1	1	88	25	2	0	0	81	11	38.971
351006367	1	14	10	2	199	4	1	1	2	2	50	3	0	0	81	11	38.971
351006367	2	14	125	9	0	0	12	1	1	1	98	13	0	0	81	11	38.971
351006367	3	1	62	4	0	0	7	1	1	1	51	3	0	0	81	11	38.971
352006122	1	1	60	4	0	0	1	1	1	1	45	12	0	0	82	10	62.628
352006122	2	1	11	2	113	2	1	1	2	2	46	12	0	0	82	10	62.628
352006482	1	14	6	1	140	3	3	2	4	88	7	7	0	0	82	10	33.237
495004725	1	1	10	2	999	99	1	1	2	2	64	6	0	0	13	6	133.902
495004725	2	1	125	9	0	0	7	1	1	1	98	13	0	0	13	6	133.902
495004725	3	1	62	4	0	0	9	1	4	1	65	6	0	0	13	6	133.902
495004746	1	1	62	4	0	0	3	2	1	1	51	3	0	0	13	6	243.914
495004746	2	1	10	2	120	3	98	2	2	2	50	3	0	0	13	6	243.914
495004841	1	5	53	3	0	0	1	1	1	88	21	2	0	0	13	6	243.914
495004841	2	1	50	3	110	2	2	1	1	88	20	2	0	0	13	6	243.914
495005661	1	14	5	1	120	3	1	2	4	88	2	1	0	0	13	6	133.902
495005681	1	1	90	6	0	0	1	1	1	88	98	13	0	0	13	6	133.902
495005681	2	1	98	7	203	5	1	1	1	88	0	13	0	1	13	6	133.902
495005684	1	1	17	2	119	2	1	1	1	2	89	5	0	0	13	6	243.914
495005684	2	1	66	4	0	0	3	2	1	1	88	5	0	0	13	6	243.914
495005701	1	1	66	4	0	0	98	2	1	1	86	5	0	0	13	6	133.902
495005701	2	5	17	2	113	2	1	1	1	2	87	5	0	0	13	6	133.902
495005781	1	17	81	5	0	0	3	1	1	1	13	11	0	0	13	6	133.902
495005824	1	1	51	3	530	7	1	1	1	88	24	2	0	0	13	6	243.914
495005824	2	3	53	3	0	0	1	1	1	88	25	2	0	0	13	6	243.914
610006141	1	5	53	3	0	0	1	1	1	88	45	12	0	0	4	3	53.409
610006141	2	5	125	9	0	0	1	1	1	88	98	13	0	0	4	3	53.409
610006141	3	5	125	9	0	0	1	1	1	88	98	13	0	0	4	3	53.409
610006141	4	1	50	3	138	3	8	1	2	2	46	12	0	0	4	3	53.409
610006141	5	11	125	9	0	0	1	1	2	1	98	13	0	0	4	3	53.409
615003515	1	14	125	9	0	0	1	1	1	88	98	13	0	0	72	4	0
615003515	2	5	53	3	0	0	1	1	1	88	21	2	0	0	72	4	0
615003515	3	14	50	3	120	3	98	1	1	88	20	2	0	0	72	4	0
620006445	1	14	6	1	140	3	99	3	2	2	48	12	0	0	81	11	14.014
620006445	2	1	61	4	0	0	3	2	1	1	48	12	0	0	81	11	14.014
620006446	1	15	10	2	142	4	1	3	2	2	98	13	0	0	81	11	38.971
620006446	2	1	60	4	0	0	1	1	1	1	98	13	0	0	81	11	38.971
620006446	3	1	125	9	0	0	6	1	2	1	98	13	0	0	81	11	38.971
620006485	1	1	52	3	123	3	98	2	2	88	28	2	0	0	81	11	73.431
620006485	2	2	53	3	0	0	3	2	2	88	29	2	1	0	81	11	73.431
620006525	1	14	6	1	140	3	1	8	1	88	98	13	0	0	81	11	38.971
620006545	1	13	80	5	113	2	1	2	1	88	98	13	0	0	81	11	14.014
620006546	1	4	16	2	203	5	1	1	1	88	98	13	0	1	81	11	73.431
620006625	1	14	10	2	199	4	1	1	2	2	64	6	0	0	81	11	73.431
620006625	2	5	62	4	0	0	1	1	1	1	65	6	0	0	81	11	73.431
620006685	1	1	10	2	109	1	1	1	2	2	50	3	0	0	81	11	14.014
620006685	2	1	62	4	0	0	3	2	1	1	51	3	0	0	81	11	14.014
620006785	1	1	6	1	143	4	3	2	3	2	64	6	0	0	81	11	38.971
620006785	2	14	62	4	0	0	12	1	4	1	65	6	0	0	81	11	38.971
620006785	3	14	125	9	0	0	3	2	1	1	98	13	0	0	81	11	38.971
620006786	1	1	13	2	111	2	1	1	4	88	1	1	0	0	81	11	0
620006787	1	1	52	3	110	2	3	2	1	88	28	2	0	0	81	11	73.431
620006787	2	2	53	3	0	0	1	1	1	88	29	2	0	0	81	11	73.431
620006787	3	1	125	9	0	0	1	1	1	1	98	13	0	0	81	11	73.431
620006805	1	1	12	2	203	5	9	1	4	88	6	7	0	1	81	11	73.431
620006827	1	11	66	4	0	0	1	1	1	1	76	10	0	0	81	11	38.971
620006827	2	17	17	2	540	5	1	1	1	2	77	10	0	0	81	11	38.971
620007065	1	14	10	2	199	4	1	1	2	2	64	6	0	0	81	11	38.971
620007065	2	14	62	4	0	0	7	1	1	1	65	6	0	0	81	11	38.971
620007066	1	2	80	5	113	2	1	1	1	2	13	11	0	0	81	11	38.971
636004850	1	1	60	4	0	0	2	1	1	1	45	12	0	0	79	10	6.74
636004850	2	1	125	9	0	0	1	1	1	1	98	13	0	0	79	10	6.74
636004850	3	1	125	9	0	0	1	1	1	1	98	13	0	0	79	10	6.74
636004850	4	17	11	2	142	4	1	2	2	1	46	12	0	0	79	10	6.74
657004725	1	1	10	2	199	4	1	1	2	2	64	6	0	0	4	3	34.364
657004725	2	1	62	4	0	0	99	1	1	1	65	6	0	0	4	3	34.364
657004726	1	5	17	2	113	2	1	1	2	2	89	5	0	0	4	3	34.364
657004726	2	1	66	4	0	0	8	1	1	1	88	5	0	0	4	3	34.364
657004881	1	1	62	4	0	0	1	1	1	1	51	3	0	0	4	3	34.364
657004881	2	1	125	9	0	0	9	1	2	1	98	13	0	0	4	3	34.364
657004881	3	1	10	2	199	4	1	1	2	2	50	3	0	0	4	3	34.364
657005006	1	2	15	2	140	3	1	2	1	88	98	13	0	0	4	3	34.364
658004281	1	5	15	2	113	2	1	1	2	2	82	10	0	0	4	3	53.409
658004281	2	1	67	4	0	0	8	1	1	1	83	10	0	0	4	3	53.409
800003784	1	5	17	2	113	2	1	1	1	2	89	5	0	0	2	3	93.511
800003784	2	1	66	4	0	0	98	2	2	1	88	5	0	0	2	3	93.511
800003927	1	1	125	9	0	0	2	1	1	88	98	13	0	0	2	3	93.511
800003927	2	14	6	1	140	3	2	8	2	88	98	13	0	0	2	3	93.511
800004204	1	2	98	7	113	2	1	1	1	2	98	13	0	0	2	3	145.338
800004246	1	14	6	1	140	3	1	8	4	88	2	1	0	0	2	3	93.511
800004407	1	1	50	3	113	2	3	2	1	1	79	10	0	0	2	3	93.511
800004407	2	5	16	2	0	0	1	1	2	2	78	10	0	0	2	3	93.511
800004604	1	5	15	2	199	4	99	1	2	2	82	10	0	0	2	3	61.96
800004604	2	1	67	4	0	0	98	2	2	1	83	10	0	0	2	3	61.96
800004684	1	14	13	2	140	3	8	2	4	88	1	1	0	0	2	3	93.511
800004865	1	14	6	1	140	3	9	8	2	88	98	13	1	0	2	3	93.511
800004866	1	3	98	7	122	3	1	1	2	2	98	13	0	0	2	3	61.96
800005124	1	1	13	2	201	5	9	1	4	88	1	1	0	0	2	3	93.511
800005307	1	2	98	7	113	2	2	1	2	2	98	13	0	0	2	3	93.511
800005764	1	17	12	2	123	3	8	1	4	88	6	7	0	0	2	3	93.511
800005991	1	1	13	2	101	1	1	1	4	88	1	1	0	0	2	3	93.511
800006228	1	2	98	7	113	2	10	1	1	2	98	13	0	0	2	3	0
800006415	1	14	62	4	0	0	9	2	1	1	65	6	0	0	2	3	145.338
800006415	2	1	10	2	509	6	1	8	2	2	64	6	1	0	2	3	145.338
800006416	1	1	13	2	109	1	1	1	4	88	1	1	0	0	2	3	61.96
800006431	1	1	11	2	200	5	8	1	4	88	1	1	0	0	2	3	93.511
800006471	1	2	53	3	0	0	1	1	1	88	22	2	0	0	2	3	145.338
800006471	2	1	50	3	110	2	9	1	1	88	20	2	0	0	2	3	145.338
800006471	3	1	125	9	0	0	9	2	4	1	98	13	0	0	2	3	145.338
801003829	1	6	62	4	119	2	1	1	1	1	93	13	0	0	3	1	148.42
801003829	2	2	10	2	0	0	1	1	1	2	92	13	0	0	3	1	148.42
801003890	1	14	13	2	142	4	7	2	4	88	2	1	1	0	3	1	148.42
801005488	1	1	125	9	0	0	99	9	9	88	98	13	0	0	3	1	63.274
801005488	2	1	7	1	120	3	2	3	2	88	98	13	1	0	3	1	63.274
801005488	3	1	125	9	0	0	98	2	2	88	98	13	0	0	3	1	63.274
801005488	4	1	125	9	0	0	98	3	2	88	98	13	1	0	3	1	63.274
801005489	1	2	80	5	0	0	2	1	1	1	13	11	0	0	3	1	63.274
801006172	1	11	80	5	119	2	3	2	1	2	13	11	0	0	3	1	63.274
802003421	1	16	11	2	113	2	1	1	2	2	32	2	0	0	4	3	0
802003421	2	1	60	4	0	0	2	3	2	1	32	2	1	0	4	3	0
802003504	1	1	17	2	110	2	1	1	1	2	88	5	0	0	4	3	0
802003504	2	1	66	4	0	0	1	1	1	1	89	5	0	0	4	3	0
802003524	1	1	66	4	0	0	1	1	1	1	89	5	0	0	4	3	0
802003524	2	5	17	2	113	2	1	1	1	2	88	5	0	0	4	3	0
802003601	1	5	53	3	0	0	1	1	1	88	21	2	0	0	4	3	0
802003601	2	1	125	9	0	0	1	1	1	1	98	13	0	0	4	3	0
802003601	3	1	50	3	113	2	99	9	1	88	20	2	0	0	4	3	0
802003681	1	1	98	7	113	2	3	2	1	88	32	2	0	0	4	3	34.364
802003681	2	5	53	3	0	0	1	1	1	88	32	2	0	0	4	3	34.364
802004021	1	2	53	3	0	0	1	1	2	1	72	4	0	0	4	3	34.364
802004021	2	1	52	3	110	2	98	2	2	2	73	4	0	0	4	3	34.364
802004022	1	2	53	3	0	0	1	1	1	88	32	2	0	0	4	3	34.364
802004022	2	1	52	3	110	2	98	3	1	88	32	2	0	0	4	3	34.364
802004062	1	5	15	2	113	2	11	1	2	2	82	10	0	0	4	3	34.364
802004062	2	1	67	4	0	0	8	1	1	1	83	10	0	0	4	3	34.364
802004063	1	1	54	3	0	0	9	1	1	1	65	6	0	0	4	3	22.769
802004063	2	1	10	2	101	1	99	1	7	2	64	6	0	0	4	3	22.769
802004264	1	1	17	2	199	4	1	1	1	2	87	5	0	0	4	3	22.769
802004264	2	1	66	4	0	0	3	2	1	1	86	5	0	0	4	3	22.769
802004523	1	5	53	3	0	0	1	1	1	88	21	2	0	0	4	3	53.409
802004523	2	2	50	3	530	7	3	2	1	88	20	2	0	0	4	3	53.409
802004523	3	5	125	9	0	0	1	1	1	88	98	13	0	0	4	3	53.409
802004663	1	15	53	3	122	3	1	1	2	88	31	2	0	0	4	3	34.364
802004663	2	6	52	3	0	0	3	2	1	88	28	2	0	0	4	3	34.364
802004664	1	5	66	4	0	0	1	1	2	1	89	5	0	0	4	3	34.364
802004664	2	1	17	2	110	2	8	1	2	2	88	5	0	0	4	3	34.364
802004781	1	2	15	2	124	3	1	1	1	2	86	5	0	0	4	3	53.409
802004781	2	1	67	4	0	0	99	9	1	1	87	5	0	0	4	3	53.409
802004803	1	1	10	2	111	2	1	1	2	2	64	6	0	0	4	3	53.409
802004803	2	1	62	4	0	0	9	1	1	1	65	6	0	0	4	3	53.409
802005024	1	16	15	2	122	3	1	1	2	2	72	4	0	0	4	3	34.364
802005024	2	1	61	4	0	0	98	2	2	1	73	4	0	0	4	3	34.364
802005084	1	1	10	2	199	4	1	1	2	2	50	3	0	0	4	3	22.769
802005084	2	1	62	4	0	0	98	2	1	1	51	3	0	0	4	3	22.769
802005383	1	14	6	1	140	3	99	8	4	88	7	7	0	0	4	3	53.409
802005441	1	5	17	2	112	2	1	1	1	2	89	5	0	0	4	3	34.364
802005441	2	1	66	4	0	0	98	2	2	1	88	5	0	0	4	3	34.364
802005442	1	5	15	2	0	0	1	1	1	1	82	10	0	0	4	3	53.409
802005442	2	5	125	9	0	0	1	1	1	88	98	13	0	0	4	3	53.409
802005442	3	1	67	4	112	2	3	2	1	2	83	10	0	0	4	3	53.409
802005443	1	1	17	2	110	2	3	2	1	2	88	5	0	0	4	3	53.409
802005443	2	1	66	4	0	0	98	2	1	1	89	5	0	0	4	3	53.409
802005542	1	5	66	4	0	0	1	1	1	1	88	5	0	0	4	3	34.364
802005542	2	1	17	2	125	3	1	1	1	2	89	5	0	0	4	3	34.364
802005542	3	5	125	9	0	0	1	1	1	1	98	13	0	0	4	3	34.364
802005542	4	5	125	9	0	0	1	1	1	2	98	13	0	0	4	3	34.364
802005681	1	2	90	6	0	0	1	1	1	88	98	13	0	0	4	3	34.364
802005681	2	2	16	2	203	5	1	1	2	88	0	13	0	1	4	3	34.364
803003592	1	98	125	9	0	0	1	1	4	88	98	13	0	0	72	4	0
803003592	2	1	5	1	509	6	1	1	2	88	47	12	0	0	72	4	0
803003592	3	1	61	4	0	0	1	1	1	88	45	12	0	0	72	4	0
803003616	1	14	9	1	199	4	99	9	3	88	15	11	0	0	72	4	0
803003617	1	1	51	3	119	2	99	1	1	88	28	2	0	0	72	4	0
803003617	2	2	53	3	0	0	1	1	1	88	29	2	0	0	72	4	0
803003618	1	1	125	9	0	0	1	1	1	88	98	13	0	0	72	4	0
803003618	2	1	50	3	110	2	8	1	2	88	20	2	0	0	72	4	0
803003618	3	5	53	3	0	0	1	1	1	88	21	2	0	0	72	4	0
803003952	1	16	51	3	199	4	99	1	1	2	47	12	0	0	72	4	58.657
803003952	2	14	61	4	0	0	1	1	1	1	45	12	0	0	72	4	58.657
803004276	1	14	60	4	142	4	7	3	2	88	98	13	1	0	72	4	58.657
803004432	1	1	11	2	113	2	6	1	2	2	46	12	0	0	72	4	58.657
803004432	2	1	60	4	0	0	1	1	1	1	45	12	0	0	72	4	58.657
803004433	1	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	58.657
803004433	2	1	125	9	0	0	99	1	2	1	98	13	0	0	72	4	58.657
803004433	3	1	98	7	138	3	1	1	1	1	98	13	0	0	72	4	58.657
803004492	1	14	6	1	140	3	1	1	1	88	98	13	0	0	72	4	32.201
803004572	1	1	80	5	199	4	1	1	1	2	13	11	0	0	72	4	9.937
803004573	1	1	17	2	125	3	1	1	1	2	87	5	0	0	72	4	9.937
803004573	2	1	66	4	0	0	2	1	1	1	86	5	0	0	72	4	9.937
803004652	1	14	6	1	199	4	99	4	1	88	98	13	0	0	72	4	58.657
803004653	1	1	11	2	113	2	1	1	2	2	46	12	0	0	72	4	58.657
803004653	2	1	125	9	0	0	99	9	1	1	98	13	0	0	72	4	58.657
803004653	3	1	125	9	0	0	10	1	1	88	98	13	0	0	72	4	58.657
803004653	4	1	60	4	0	0	3	2	1	1	45	12	0	0	72	4	58.657
803004792	1	10	16	2	119	2	1	1	1	88	15	11	0	0	72	4	9.937
803004794	1	5	125	9	0	0	1	1	1	88	98	13	0	0	72	4	9.937
803004794	2	14	50	3	999	99	9	3	2	88	0	13	1	0	72	4	9.937
803004794	3	5	125	9	0	0	1	1	1	88	98	13	0	0	72	4	9.937
803004794	4	13	125	9	0	0	1	1	1	88	98	13	0	0	72	4	9.937
803004875	1	1	60	4	0	0	99	1	1	88	45	12	0	0	72	4	32.201
803004875	2	15	11	2	113	2	1	1	2	88	46	12	0	0	72	4	32.201
803004876	1	2	53	3	0	0	1	1	1	88	29	2	0	0	72	4	58.657
803004876	2	2	125	9	0	0	1	1	1	88	98	13	0	0	72	4	58.657
803004876	3	1	52	3	120	3	9	1	3	88	28	2	0	0	72	4	58.657
803004932	1	1	13	2	199	4	1	1	4	88	1	1	0	0	72	4	9.937
803004932	2	1	125	9	0	0	1	1	1	88	98	13	0	0	72	4	9.937
803004932	3	1	125	9	0	0	1	1	1	88	98	13	0	0	72	4	9.937
803004932	4	1	125	9	0	0	1	1	1	88	98	13	0	0	72	4	9.937
803004952	1	2	53	3	0	0	1	1	1	88	29	2	0	0	72	4	32.201
803004952	2	6	125	9	0	0	99	1	1	1	98	13	0	0	72	4	32.201
803004952	3	14	52	3	112	2	3	2	1	88	28	2	0	0	72	4	32.201
803004952	4	5	125	9	0	0	1	1	1	88	98	13	0	0	72	4	32.201
803005012	1	15	10	2	113	2	1	1	2	2	47	12	0	0	72	4	58.657
803005012	2	1	61	4	0	0	1	1	1	1	45	12	0	0	72	4	58.657
803005012	3	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	58.657
803005052	1	1	98	7	0	0	1	1	1	88	98	13	0	0	72	4	58.657
803005052	2	1	125	9	0	0	1	1	1	88	98	13	0	0	72	4	58.657
803005052	3	1	98	7	200	5	1	1	1	88	98	13	0	0	72	4	58.657
803005076	1	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	58.657
803005076	2	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	58.657
803005076	3	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	58.657
803005076	4	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	58.657
803005076	5	1	60	4	0	0	1	1	1	1	45	12	0	0	72	4	58.657
803005076	6	98	7	1	143	4	3	4	2	2	44	12	1	0	72	4	58.657
803005172	1	1	52	3	119	2	4	1	1	88	28	2	0	0	72	4	32.201
803005172	2	17	53	3	0	0	1	1	1	88	29	2	0	0	72	4	32.201
803005172	3	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	32.201
803005173	1	1	9	1	199	4	99	9	2	2	46	12	0	0	72	4	58.657
803005173	2	1	60	4	0	0	9	1	1	1	45	12	0	0	72	4	58.657
803005174	1	14	90	6	0	0	2	1	1	1	32	2	0	0	72	4	9.937
803005174	2	14	125	9	0	0	99	1	1	1	98	13	0	0	72	4	9.937
803005174	3	14	125	9	0	0	1	1	1	1	98	13	0	0	72	4	9.937
803005174	4	14	18	2	200	5	1	1	1	1	32	2	0	0	72	4	9.937
803005175	1	14	61	4	0	0	1	1	1	1	45	12	0	0	72	4	9.937
803005175	2	16	10	2	113	2	1	1	2	2	47	12	0	0	72	4	9.937
803005175	3	98	125	9	0	0	1	1	5	88	98	13	0	0	72	4	9.937
803005232	1	1	52	3	123	3	7	1	2	2	48	12	0	0	72	4	32.201
803005232	2	2	53	3	0	0	1	1	1	88	48	12	0	0	72	4	32.201
803005232	3	5	125	9	0	0	1	1	1	88	98	13	0	0	72	4	32.201
803005295	1	1	9	1	199	4	99	4	2	2	47	12	0	0	72	4	32.201
803005295	2	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	32.201
803005295	3	1	61	4	0	0	3	2	1	1	45	12	0	0	72	4	32.201
803005295	4	5	125	9	0	0	2	1	1	1	98	13	0	0	72	4	32.201
803005332	1	1	50	3	199	4	1	1	1	88	20	2	0	0	72	4	9.937
803005332	2	5	53	3	0	0	1	1	1	88	21	2	0	0	72	4	9.937
803005332	3	5	125	9	0	0	1	1	1	88	98	13	0	0	72	4	9.937
803005377	1	15	11	2	199	4	1	1	2	2	44	12	0	0	72	4	32.201
803005377	2	1	60	4	0	0	1	1	1	1	45	12	0	0	72	4	32.201
803005377	3	1	125	9	0	0	1	1	1	88	98	13	0	0	72	4	32.201
803005377	4	17	125	9	0	0	1	1	1	88	98	13	0	0	72	4	32.201
803005392	1	1	8	1	138	3	99	1	1	88	98	13	0	0	72	4	58.657
803005392	2	0	125	9	0	0	0	0	0	88	98	13	0	0	72	4	58.657
803005393	1	1	90	6	0	0	99	9	1	88	15	11	0	0	72	4	58.657
803005393	2	1	125	9	0	0	99	9	1	88	98	13	0	0	72	4	58.657
803005393	3	1	90	6	208	5	1	1	1	88	98	13	0	0	72	4	58.657
803005412	1	1	60	4	0	0	99	9	1	1	45	12	0	0	72	4	58.657
803005412	2	1	11	2	113	2	1	1	2	2	46	12	0	0	72	4	58.657
803005413	1	2	53	3	0	0	1	1	1	88	29	2	0	0	72	4	58.657
803005413	2	1	52	3	110	2	2	1	1	88	28	2	0	0	72	4	58.657
803005413	3	5	125	9	0	0	1	1	1	88	98	13	0	0	72	4	58.657
803005612	1	1	125	9	0	0	1	1	1	1	98	13	0	0	72	4	32.201
803005612	2	1	98	7	138	3	1	1	1	1	12	11	0	0	72	4	32.201
803006053	1	4	80	5	113	2	1	1	1	1	13	11	0	0	72	4	9.937
803006432	1	1	60	4	142	4	9	3	2	2	48	12	0	0	72	4	58.657
803006432	2	1	125	9	0	0	2	1	1	1	98	13	0	0	72	4	58.657
803006432	3	1	60	4	0	0	3	2	1	1	48	12	0	0	72	4	58.657
803006432	4	1	125	9	0	0	3	2	1	1	98	13	0	0	72	4	58.657
803006512	1	5	52	3	0	0	1	1	1	88	21	2	0	0	72	4	32.201
803006512	2	5	125	9	0	0	1	1	1	88	98	13	0	0	72	4	32.201
803006512	3	2	50	3	120	3	3	1	2	88	20	2	0	0	72	4	32.201
803006532	1	1	8	1	101	1	1	1	6	88	24	2	0	0	72	4	0
803006532	2	1	60	4	0	0	1	1	1	88	25	2	0	0	72	4	0
804003948	1	6	6	1	122	3	3	4	2	2	47	12	0	0	6	1	29.901
804003948	2	1	61	4	0	0	1	1	1	1	45	12	0	0	6	1	29.901
804003987	1	17	5	1	540	5	9	3	4	88	2	1	0	0	6	1	29.901
805004211	1	5	52	3	0	0	1	1	1	88	21	2	0	0	8	2	206.963
805004211	2	1	50	3	540	5	3	2	1	88	20	2	0	0	8	2	206.963
805004212	1	1	15	2	122	3	10	1	2	2	68	4	0	0	8	2	0
805004212	2	1	125	9	0	0	98	2	1	1	98	13	0	0	8	2	0
805004212	3	1	62	4	0	0	98	2	2	1	69	4	0	0	8	2	0
805004751	1	14	52	3	120	3	3	2	1	88	28	2	0	0	8	2	321.67
805004751	2	15	53	3	0	0	1	1	1	88	29	2	0	0	8	2	321.67
805004831	1	16	10	2	113	2	1	1	2	2	72	4	0	0	8	2	0
805004831	2	1	74	4	0	0	3	2	1	1	73	4	0	0	8	2	0
805004931	1	14	6	1	140	3	6	8	4	88	2	1	0	1	8	2	0
805004956	1	5	15	2	199	4	99	9	2	2	82	10	0	0	8	2	321.67
805004956	2	5	125	9	0	0	1	1	1	1	98	13	0	0	8	2	321.67
805004956	3	99	125	9	0	0	99	9	1	1	98	13	0	0	8	2	321.67
805004956	4	14	67	4	0	0	3	2	1	1	83	10	0	0	8	2	321.67
805005055	1	2	13	2	203	5	9	1	4	88	1	1	0	1	8	2	206.963
805005276	1	1	15	2	140	3	1	8	2	88	98	13	0	0	8	2	321.67
805005515	1	14	62	4	0	0	1	1	1	1	65	6	0	0	8	2	321.67
805005515	2	14	6	1	120	3	3	4	2	2	64	6	0	0	8	2	321.67
805005951	1	5	53	3	0	0	1	1	1	88	21	2	0	0	8	2	206.963
805005951	2	14	50	3	112	2	3	1	1	88	20	2	0	0	8	2	206.963
806003634	1	14	6	1	140	3	2	8	4	88	7	7	0	0	9	8	0
806003794	1	1	12	2	101	1	1	1	4	88	6	7	0	0	9	8	216.96
806003794	2	1	125	9	0	0	9	2	2	1	98	13	0	0	9	8	216.96
806004155	1	1	60	4	0	0	1	1	1	1	45	12	0	0	9	8	468.821
806004155	2	1	125	9	0	0	1	1	1	1	98	13	0	0	9	8	468.821
806004155	3	1	11	2	113	2	1	1	2	2	46	12	0	0	9	8	468.821
806004294	1	99	12	2	999	99	99	1	4	88	6	7	0	0	9	8	756.035
806004294	2	1	125	9	0	0	99	9	9	1	98	13	0	0	9	8	756.035
806004734	1	1	65	4	113	2	3	2	1	1	69	4	0	0	9	8	216.96
806004734	2	2	15	2	0	0	1	1	7	2	68	4	0	0	9	8	216.96
806004774	1	15	51	3	101	1	1	1	2	88	24	2	0	0	9	8	0
806004774	2	1	53	3	0	0	1	1	1	88	25	2	0	0	9	8	0
806004774	3	0	125	9	0	0	0	0	0	88	98	13	0	0	9	8	0
806005559	1	5	125	9	0	0	1	1	1	88	98	13	0	0	9	8	468.821
806005559	2	5	125	9	0	0	1	1	1	88	98	13	0	0	9	8	468.821
806005559	3	5	125	9	0	0	10	1	1	88	98	13	0	0	9	8	468.821
806005559	4	17	11	2	113	2	9	1	2	2	46	12	0	0	9	8	468.821
806005559	5	1	60	4	0	0	2	1	1	1	45	12	0	0	9	8	468.821
806005615	1	2	60	4	0	0	9	1	1	88	45	12	0	0	9	8	756.035
806005615	2	2	125	9	0	0	1	1	1	88	98	13	0	0	9	8	756.035
806005615	3	2	125	9	0	0	7	1	1	88	98	13	0	0	9	8	756.035
806005615	4	1	11	2	120	3	2	1	2	88	46	12	0	0	9	8	756.035
806005694	1	1	12	2	101	1	1	1	4	88	6	7	0	0	9	8	756.035
806005694	2	1	125	9	0	0	1	1	1	1	98	13	0	0	9	8	756.035
806005695	1	1	6	1	120	3	99	3	2	2	48	12	0	0	9	8	216.96
806005695	2	1	61	4	0	0	1	1	1	1	48	12	0	0	9	8	216.96
