CaseID	VehicleNumber	RoadRelation	Junction	Interchange	ENVTrafficFlow	FlowRestriction	IntersectionType	TravelLanes	AccessControl	Signage	FunctionalClass	Daylight	TrafficControl	Railroad	Functioning	RoadwayClass	RoadAlignment	RoadProfile	RoadSurface	SurfaceCondition	SurfaceDefect	DesignDefect	ShoulderType	ShoulderWidth	RumbleStrip	SightLineRestriction	SightLineDistance	AASHTODistance	ENVNoConditions	ENVRain	ENVSnow	ENVFog	ENVWindGusts	ENVHail	ENVSleet	ENVDust	ENVOtherConditions	PSU	PSUStrata	RATWeight
803005175	1	1	5	1	2	0	0	2	1	1	8	3	0	0	0	7	3	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
803005175	2	1	5	1	2	0	0	2	1	1	8	3	0	0	0	7	2	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
803005175	3	2	15	1	2	0	0	4	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
803005232	1	1	1	0	2	1	0	4	1	1	8	2	99	2	9	7	1	2	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005232	2	1	1	0	2	1	0	4	1	1	8	2	99	2	9	7	1	2	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005232	3	1	1	0	2	1	0	4	1	1	8	2	99	2	9	7	1	2	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005295	1	1	1	0	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005295	2	1	1	0	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005295	3	1	1	0	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005295	4	1	1	0	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005332	1	1	15	1	2	4	0	4	1	1	8	3	40	0	2	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
803005332	2	1	15	1	2	4	0	4	1	1	8	3	40	0	2	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
803005332	3	1	15	1	2	4	0	4	1	1	8	3	40	0	2	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
803005377	1	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	2	9	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005377	2	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	2	9	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005377	3	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	2	9	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005377	4	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	2	9	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005392	1	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803005392	2	1	1	0	4	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803005393	1	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803005393	2	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803005393	3	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803005412	1	1	1	0	2	0	0	3	1	1	8	1	0	0	0	7	1	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
803005412	2	1	1	0	2	0	0	3	1	1	8	1	0	0	0	7	1	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	72	4	58.657
803005413	1	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803005413	2	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803005413	3	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803005612	1	1	1	0	2	0	0	4	1	3	9	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803005612	2	1	1	0	2	0	0	4	1	3	9	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803006053	1	1	2	0	3	0	1	4	2	6	13	3	1	0	2	10	1	1	2	2	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	9.937
803006432	1	1	15	1	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803006432	2	1	15	1	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803006432	3	1	15	1	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803006432	4	1	15	1	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	58.657
803006512	1	1	15	1	2	4	0	4	1	1	8	1	0	0	0	7	2	1	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803006512	2	1	15	1	2	4	0	4	1	1	8	1	0	0	0	7	2	1	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803006512	3	1	15	1	2	4	0	4	1	1	8	1	0	0	0	7	2	1	1	1	0	0	1	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	32.201
803006532	1	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
803006532	2	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	72	4	0
804003948	1	1	1	0	2	0	0	4	1	1	1	1	0	0	0	1	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	6	1	29.901
804003948	2	1	1	0	2	0	0	4	1	1	1	1	0	0	0	1	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	6	1	29.901
804003987	1	1	15	1	2	3	0	3	1	3	2	1	0	0	0	8	1	1	1	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	6	1	29.901
805004211	1	1	3	0	4	0	1	5	2	3	10	1	1	0	2	9	3	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	206.963
805004211	2	1	3	0	4	0	1	5	2	3	10	1	1	0	2	9	3	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	206.963
805004212	1	1	4	0	4	0	88	2	2	7	11	1	0	0	0	11	2	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	0
805004212	2	1	1	0	4	0	0	2	2	7	11	1	40	0	2	11	2	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	0
805004212	3	1	4	0	4	0	88	2	2	7	11	1	0	0	0	11	1	2	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	0
805004751	1	1	4	0	4	0	0	4	2	3	10	2	0	0	0	10	2	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	321.67
805004751	2	1	4	0	4	0	0	4	2	3	10	2	0	0	0	10	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	321.67
805004831	1	1	5	1	2	0	5	2	2	4	10	1	20	0	2	9	1	2	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	0
805004831	2	1	5	1	2	0	5	2	2	4	10	1	40	0	2	9	1	2	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	0
805004931	1	1	1	0	4	0	0	2	2	3	10	1	40	0	2	11	3	2	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	0
805004956	1	1	2	0	4	0	8	2	2	4	11	1	20	0	2	11	1	1	2	2	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	321.67
805004956	2	1	3	0	4	0	8	2	2	4	11	1	0	0	0	11	2	1	2	2	0	6	0	0	0	2	84	93	1	0	0	0	0	0	0	0	0	8	2	321.67
805004956	3	1	3	0	4	0	8	2	2	4	11	1	0	0	0	11	2	1	2	2	0	6	0	0	0	2	84	93	1	0	0	0	0	0	0	0	0	8	2	321.67
805004956	4	1	2	0	4	0	8	2	2	4	11	1	40	0	2	11	3	4	2	2	0	6	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	321.67
805005055	1	4	1	0	4	0	0	2	2	3	11	1	40	0	2	11	2	2	2	1	0	6	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	206.963
805005276	1	1	3	0	4	0	8	2	2	4	11	1	0	0	0	11	2	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	321.67
805005515	1	1	1	0	4	0	0	2	2	3	10	1	40	0	2	11	3	2	2	2	0	5	0	0	0	1	8887	8887	0	1	0	0	0	0	0	0	0	8	2	321.67
805005515	2	1	1	0	4	0	0	2	2	3	10	1	40	0	2	11	2	3	2	2	0	5	0	0	0	2	84	83	1	0	0	0	0	0	0	0	0	8	2	321.67
805005951	1	1	1	0	4	0	0	2	2	3	11	1	0	0	0	11	2	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	206.963
805005951	2	1	1	0	4	0	0	2	2	3	11	1	0	0	0	11	2	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	8	2	206.963
806003634	1	1	5	1	3	0	0	1	1	1	1	1	22	0	2	2	2	4	2	1	0	0	2	1	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	0
806003794	1	1	1	0	2	0	0	4	1	1	1	1	0	0	0	1	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806003794	2	1	1	0	2	0	0	4	1	1	1	1	0	0	0	2	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806004155	1	1	1	0	2	0	0	4	1	1	1	1	0	0	0	1	1	4	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806004155	2	1	1	0	1	0	0	4	1	1	1	1	0	0	0	1	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806004155	3	1	1	0	2	0	0	4	1	1	1	1	0	0	0	1	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806004294	1	1	1	0	1	0	0	6	2	3	2	1	0	0	0	3	2	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	9	8	756.035
806004294	2	1	5	0	3	0	88	2	2	3	2	1	22	0	2	4	2	1	2	2	0	0	0	0	0	1	8887	8887	0	1	0	0	0	0	0	0	0	9	8	756.035
806004734	1	1	2	0	1	0	1	4	2	2	2	4	2	0	2	3	1	2	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806004734	2	1	2	0	1	0	1	4	2	2	2	4	2	0	2	3	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806004774	1	1	1	0	2	0	0	4	1	2	9	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	0
806004774	2	1	1	0	2	0	0	4	1	2	9	1	0	0	0	7	1	1	1	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	0
806004774	3	2	1	0	2	0	0	4	1	2	9	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	0
806005559	1	1	1	0	2	1	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806005559	2	1	1	0	2	1	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806005559	3	1	1	0	2	1	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806005559	4	1	1	0	2	1	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806005559	5	1	1	0	2	1	0	4	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806005615	1	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	3	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806005615	2	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	3	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806005615	3	1	1	0	2	4	0	4	1	1	8	1	0	0	0	7	1	3	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806005615	4	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	3	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806005694	1	1	7	0	2	0	0	6	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806005694	2	1	1	0	1	0	0	5	1	1	8	3	0	0	0	7	2	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806005695	1	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	4	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806005695	2	1	1	0	2	0	0	4	1	1	8	1	0	0	0	7	1	1	2	4	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806005720	1	1	2	0	1	0	1	4	2	2	2	1	2	0	2	3	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806005720	2	1	2	0	1	0	1	4	2	2	2	1	2	0	2	3	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806005734	1	1	5	1	2	0	0	5	1	1	8	3	0	0	0	7	1	1	2	2	0	0	2	3	6	1	8887	8887	0	1	0	0	0	0	0	0	0	9	8	756.035
806005814	1	1	15	1	2	8	0	3	1	1	8	1	0	0	0	7	1	4	2	1	0	0	0	0	0	9	9997	9997	1	0	0	0	0	0	0	0	0	9	8	468.821
806005814	2	1	15	1	2	8	0	3	1	1	8	1	0	0	0	7	1	4	2	1	0	0	0	0	0	9	9997	9997	1	0	0	0	0	0	0	0	0	9	8	468.821
806005814	3	1	15	1	2	8	0	3	1	1	8	1	0	0	0	7	1	4	2	1	0	0	0	0	0	9	9997	9997	1	0	0	0	0	0	0	0	0	9	8	468.821
806005874	1	5	1	0	2	0	0	4	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806005874	2	1	1	0	2	0	0	4	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806005874	3	1	1	0	2	0	0	4	1	1	8	3	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	216.96
806005979	1	2	1	0	1	0	0	4	1	1	8	1	0	0	0	7	1	3	2	1	0	0	2	4	5	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	0
806005979	2	2	1	0	1	0	0	4	1	1	8	1	0	0	0	7	1	3	2	1	0	0	2	4	6	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	0
806006034	1	1	1	0	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806006034	2	1	1	0	2	0	0	5	1	1	8	1	0	0	0	7	1	1	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	468.821
806006134	1	1	2	0	4	0	1	2	2	4	5	1	4	0	2	5	1	1	2	1	0	0	5	1	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806006134	2	1	2	0	1	0	1	4	2	2	2	1	4	0	2	3	1	2	2	1	0	0	5	1	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
806006194	1	1	1	0	4	0	0	2	2	4	5	4	0	0	0	5	2	4	2	1	0	0	2	4	0	1	8887	8887	1	0	0	0	0	0	0	0	0	9	8	756.035
807004025	1	3	1	0	2	0	0	2	1	2	2	2	0	0	0	2	1	1	2	1	0	0	4	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	0
807004125	1	1	1	0	4	0	0	2	2	2	3	1	22	0	2	5	1	1	2	1	0	0	4	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807004125	2	1	1	0	4	0	0	2	2	2	3	1	22	0	2	5	1	1	2	1	0	0	4	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807004126	1	1	4	0	5	0	88	5	2	5	11	1	0	0	0	10	1	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807004126	2	1	4	0	4	0	88	2	2	5	13	1	0	0	0	10	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807004209	1	1	1	0	4	0	0	2	2	4	5	1	0	0	0	5	1	2	2	1	0	0	4	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807004209	2	1	1	0	4	0	0	2	2	4	5	1	0	0	0	5	1	4	2	1	0	0	4	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807004325	1	1	3	0	1	0	2	3	3	2	9	3	0	0	0	9	1	4	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807004390	1	1	2	0	5	0	7	3	2	6	13	1	20	0	2	11	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807004390	2	1	2	0	4	0	0	5	2	2	10	1	0	0	0	10	1	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807004390	3	1	3	0	4	0	7	5	2	2	10	1	0	0	0	10	1	4	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807004589	1	1	1	0	2	0	0	3	1	1	8	1	0	0	0	8	3	4	2	2	0	0	2	4	4	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	125.127
807004589	2	1	1	0	2	0	0	3	1	1	8	1	0	0	0	8	3	4	2	2	0	0	2	4	4	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	125.127
807004589	3	1	1	0	2	0	0	3	1	1	8	1	0	0	0	8	3	4	2	2	0	0	2	4	4	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	125.127
807004589	4	1	1	0	2	0	0	3	1	1	8	1	0	0	0	8	3	4	2	2	0	0	2	4	4	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	125.127
807004645	1	1	1	0	2	0	0	3	1	1	8	1	0	0	0	7	1	1	1	2	0	0	1	4	5	1	8887	8887	0	1	0	0	0	0	0	0	0	11	6	68.691
807004645	2	1	1	0	2	0	0	3	1	1	8	1	0	0	0	7	1	1	1	2	0	0	1	4	4	1	8887	8887	0	1	0	0	0	0	0	0	0	11	6	68.691
807004685	1	1	2	0	5	0	1	4	2	4	11	2	4	0	2	11	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807004685	2	1	2	0	5	0	1	4	2	2	10	2	4	0	2	10	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807004809	1	1	2	1	4	0	88	2	2	3	3	4	4	0	2	5	1	4	2	1	0	0	4	1	0	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	68.691
807004809	2	1	2	1	4	0	88	2	2	3	4	4	4	0	2	5	1	1	2	1	0	0	4	1	0	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	68.691
807004845	1	1	1	0	1	0	0	2	1	1	1	2	0	0	0	2	1	1	2	1	0	0	2	4	4	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807004925	1	1	1	0	2	0	0	3	1	1	1	2	0	0	0	1	1	1	2	1	0	0	2	3	4	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807004925	2	1	1	0	2	0	0	3	1	1	1	2	0	0	0	1	1	1	2	1	0	0	2	3	6	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807004985	1	1	1	0	1	0	0	3	1	1	8	1	0	0	0	7	1	1	1	1	0	0	1	3	4	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807004985	2	1	1	0	1	0	0	3	1	1	8	1	0	0	0	7	1	1	1	1	0	0	1	3	4	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807004985	3	1	1	0	1	0	0	3	1	1	8	1	0	0	0	7	1	1	1	1	0	0	1	3	4	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807004985	4	1	1	0	1	0	0	3	1	1	8	1	0	0	0	7	1	1	1	1	0	0	1	3	5	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807005025	1	1	1	0	2	0	0	2	1	3	9	2	0	0	0	8	1	2	2	3	0	0	2	3	4	1	8887	8887	0	0	1	0	0	0	0	0	0	11	6	68.691
807005026	1	4	1	0	1	0	0	2	1	1	1	1	0	0	0	2	1	1	2	4	0	0	2	4	6	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	125.127
807005027	1	1	1	0	1	0	0	2	1	1	1	2	0	0	0	2	1	1	2	4	0	0	2	4	4	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	0
807005027	2	2	1	0	1	0	0	2	1	1	1	2	0	0	0	2	1	1	2	4	0	0	2	4	4	1	8887	8887	0	0	0	0	0	0	0	0	1	11	6	0
807005129	1	1	2	0	5	0	1	4	2	4	10	1	2	0	2	10	1	2	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807005129	2	1	2	0	5	0	1	4	2	2	10	1	2	0	2	10	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807005165	1	1	1	0	1	0	0	2	1	1	8	1	0	0	0	8	1	4	2	1	0	0	2	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807005165	2	1	1	0	1	0	0	2	1	1	8	1	0	0	0	8	1	4	2	1	0	0	2	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807005185	1	1	1	0	2	0	0	2	1	1	1	4	0	0	0	2	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807005185	2	1	1	0	2	0	0	2	1	1	1	4	0	0	0	2	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807005329	1	1	5	1	1	0	0	2	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807005329	2	1	5	1	1	0	0	2	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	2	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807005329	3	1	5	1	1	0	0	2	1	1	8	1	0	0	0	8	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	21.198
807005330	1	1	2	0	4	0	1	3	2	3	4	2	4	0	2	4	1	1	2	2	0	0	0	0	0	1	8887	8887	0	1	0	0	0	0	0	0	0	11	6	21.198
807005330	2	1	2	0	1	0	1	4	2	3	4	2	4	0	2	3	1	1	2	2	0	0	2	2	0	1	8887	8887	0	1	0	0	0	0	0	0	0	11	6	21.198
807005465	1	1	4	0	4	0	88	4	2	6	13	1	0	0	0	10	1	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807005525	1	5	1	0	4	0	0	4	2	6	13	1	40	0	2	10	2	1	2	1	0	0	0	0	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807005605	1	2	1	0	1	0	0	2	1	1	1	2	0	0	0	2	1	1	2	1	0	0	2	3	5	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807005649	1	1	1	0	1	0	0	2	1	1	1	2	0	0	0	2	1	1	2	1	0	0	2	3	4	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807005649	2	1	1	0	1	0	0	2	1	1	1	2	0	0	0	2	1	1	2	1	0	0	2	3	4	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	68.691
807005712	1	1	1	0	2	0	0	2	1	1	1	1	0	0	0	2	1	1	2	1	0	0	2	3	0	1	8887	8887	1	0	0	0	0	0	0	0	0	11	6	125.127
807005713	1	1	1	0	1	0	0	2	1	1	1	1	0	0	0	2	3	1	2	2	0	0	2	3	6	1	8887	8887	0	1	0	0	0	0	0	0	0	11	6	125.127
807005714	1	1	5	1	2	0	0	3	1	1	1	2	0	0	0	1	2	1	2	2	0	0	2	3	0	1	8887	8887	0	1	0	0	0	0	0	0	0	11	6	125.127
807005714	2	1	5	1	2	0	0	3	1	1	1	2	0	0	0	1	1	1	2	2	0	0	2	4	0	1	8887	8887	0	1	0	0	0	0	0	0	0	11	6	125.127
